pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url,query
36931932,,Comparison of intraoperative imaging guided versus microelectrode recording guided deep brain stimulation for Parkinson's disease: A meta-analysis.,Neurocirugia (Engl Ed),2023,34,5,228-237,10.1016/j.neucie.2022.09.003,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36931932,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
36053005,,Automatic localization of target point for subthalamic nucleus-deep brain stimulation via hierarchical attention-UNet based MRI segmentation.,Med Phys,2023,50,1,50-60,10.1002/mp.15956,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36053005,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
30451276,,Predictors to quality of life improvements after subthalamic stimulation in Parkinson's disease.,Acta Neurol Scand,2019,139,4,346-352,10.1111/ane.13056,,,,,2019-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/30451276,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
32001113,,The potential neuromodulatory impact of subthalamic nucleus deep brain stimulation on Parkinson's disease progression.,J Clin Neurosci,2020,73,,150-154,10.1016/j.jocn.2019.12.059,,,,,2020-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32001113,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
40618762,,High-intensity focused ultrasound (HIFU) versus deep brain stimulation (DBS) for refractory tremor: team DBS.,Arq Neuropsiquiatr,2025,83,7,1-4,10.1055/s-0045-1808087,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40618762,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
35570502,,Robot-assisted gait training in patients with Parkinson's disease: Implications for clinical practice. A systematic review.,NeuroRehabilitation,2022,51,4,649-663,10.3233/NRE-220026,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35570502,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
31374691,,Robot-based assessment of sitting and standing balance: preliminary results in Parkinson's disease.,IEEE Int Conf Rehabil Robot,2019,2019,,570-576,10.1109/ICORR.2019.8779387,,,,,2019-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/31374691,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
39810317,,Exploring Dance as a Therapeutic Approach for Parkinson Disease Through the Social Robotics for Active and Healthy Ageing (SI-Robotics): Results From a Technical Feasibility Study.,JMIR Aging,2025,8,,e62930,10.2196/62930,,,,,2025-01-14T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39810317,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
36349662,,Movement decoding using spatio-spectral features of cortical and subcortical local field potentials.,Exp Neurol,2023,359,,114261,10.1016/j.expneurol.2022.114261,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36349662,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
32673247,,Diagnosing Parkinson Disease Through Facial Expression Recognition: Video Analysis.,J Med Internet Res,2020,22,7,e18697,10.2196/18697,,,,,2020-07-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32673247,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
29965984,,Emotional cues from expressive behavior of women and men with Parkinson's disease.,PLoS One,2018,13,7,e0199886,10.1371/journal.pone.0199886,,,,,2018-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/29965984,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
40587763,,Nanomedicine for Treating Major Brain Diseases: Advances and Future Directions.,Mol Pharm,2025,22,8,4413-4434,10.1021/acs.molpharmaceut.5c00277,,,,,2025-08-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40587763,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
37182900,,Predicting Motor Outcome and Quality of Life After Subthalamic Deep Brain Stimulation for Parkinson's Disease: The Role of Standard Screening Measures and Wearable-Data.,J Parkinsons Dis,2023,13,4,575-588,10.3233/JPD-225101,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37182900,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
36630863,,High (130 Hz)- and mid (60 Hz)-frequency deep brain stimulation in the subthalamic nucleus differentially modulate response inhibition: A preliminary combined EEG and eye tracking study.,Neuroimage Clin,2023,37,,103314,10.1016/j.nicl.2023.103314,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36630863,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
36864377,,"Mobile health technology, exercise adherence and optimal nutrition post rehabilitation among people with Parkinson's Disease (mHEXANUT) - a randomized controlled trial protocol.",BMC Neurol,2023,23,1,93,10.1186/s12883-023-03134-5,,,,,2023-03-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36864377,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
37182459,,The altered spontaneous neural activity in patients with Parkinson's disease and its predictive value for the motor improvement of deep brain stimulation.,Neuroimage Clin,2023,38,,103430,10.1016/j.nicl.2023.103430,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37182459,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
29077802,,"Some Clinically Useful Information that Neuropsychology Provides Patients, Carepartners, Neurologists, and Neurosurgeons About Deep Brain Stimulation for Parkinson's Disease.",Arch Clin Neuropsychol,2017,32,7,810-828,10.1093/arclin/acx090,,,,,2017-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/29077802,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
39168866,,A multidimensional gender analysis of health technology self-efficacy among people with Parkinson's disease.,J Neurol,2024,271,10,6750-6760,10.1007/s00415-024-12635-3,,,,,2024-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39168866,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
25703990,,Motion sensor strategies for automated optimization of deep brain stimulation in Parkinson's disease.,Parkinsonism Relat Disord,2015,21,4,378-82,10.1016/j.parkreldis.2015.01.018,,,,,2015-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/25703990,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
30760657,,Can the Latest Computerized Technologies Revolutionize Conventional Assessment Tools and Therapies for a Neurological Disease? The Example of Parkinson's Disease.,Neurol Med Chir (Tokyo),2019,59,3,69-78,10.2176/nmc.ra.2018-0045,,,,,2019-03-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/30760657,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
34448152,,Cognitive outcome following bilateral subthalamic nucleus deep brain stimulation for Parkinson's disease-a comparative observational study in Indian patients.,Acta Neurol Belg,2022,122,2,447-456,10.1007/s13760-021-01778-z,,,,,2022-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34448152,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
36054274,,Magnetic resonance imaging image analysis of the therapeutic effect and neuroprotective effect of deep brain stimulation in Parkinson's disease based on a deep learning algorithm.,Int J Numer Method Biomed Eng,2022,38,11,e3642,10.1002/cnm.3642,,,,,2022-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36054274,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
26274629,,Advances in functional neurosurgery for Parkinson's disease.,Mov Disord,2015,30,11,1461-70,10.1002/mds.26338,,,,,2015-09-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/26274629,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
35921806,,Automated deep brain stimulation programming with safety constraints for tremor suppression in patients with Parkinson's disease and essential tremor.,J Neural Eng,2022,19,4,,10.1088/1741-2552/ac86a2,,,,,2022-08-18T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35921806,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
33910980,,Robot-induced hallucinations in Parkinson's disease depend on altered sensorimotor processing in fronto-temporal network.,Sci Transl Med,2021,13,591,,10.1126/scitranslmed.abc8362,,,,,2021-04-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33910980,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
40289793,,Paired Deep Brain Stimuli Elicit Short-Term Facilitation in Globus Pallidus Interna and Subthalamic Nucleus.,Mov Disord,2025,40,8,1636-1647,10.1002/mds.30203,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40289793,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
33328550,,Pretreatment brain volumes can affect the effectiveness of deep brain stimulation in Parkinson's disease patients.,Sci Rep,2020,10,1,22065,10.1038/s41598-020-79138-9,,,,,2020-12-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33328550,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
28922169,,App-Based Bradykinesia Tasks for Clinic and Home Assessment in Parkinson's Disease: Reliability and Responsiveness.,J Parkinsons Dis,2017,7,4,741-747,10.3233/JPD-171159,,,,,2017-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/28922169,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
32920727,,Evaluation of train and test performance of machine learning algorithms and Parkinson diagnosis with statistical measurements.,Med Biol Eng Comput,2020,58,11,2775-2788,10.1007/s11517-020-02260-3,,,,,2020-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32920727,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
39467102,,Effects of Goreisan in the Perioperative Period of Subthalamic Deep Brain Stimulation in Parkinson's Disease.,Brain Behav,2024,14,10,e70069,10.1002/brb3.70069,,,,,2024-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39467102,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
28851996,,Uncovering the underlying mechanisms and whole-brain dynamics of deep brain stimulation for Parkinson's disease.,Sci Rep,2017,7,1,9882,10.1038/s41598-017-10003-y,,,,,2017-08-29T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/28851996,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
33332646,,STN-DBS Increases Proactive but Not Retroactive Interference During Verbal Learning in PD.,Mov Disord,2021,36,4,1010-1015,10.1002/mds.28423,,,,,2021-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33332646,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
27940307,,Comparison of oscillatory activity in subthalamic nucleus in Parkinson's disease and dystonia.,Neurobiol Dis,2017,98,,100-107,10.1016/j.nbd.2016.12.006,,,,,2017-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/27940307,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
33826278,,Effects of robot-assisted gait training on postural instability in Parkinson's disease: a systematic review.,Eur J Phys Rehabil Med,2021,57,3,472-477,10.23736/S1973-9087.21.06939-2,,,,,2021-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33826278,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
39029490,,Spiking Laguerre Volterra networks-predicting neuronal activity from local field potentials.,J Neural Eng,2024,21,4,,10.1088/1741-2552/ad6594,,,,,2024-07-29T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39029490,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
37666560,,Translating digital healthcare to enhance clinical management: a protocol for an observational study using a digital health technology system to monitor medication adherence and its effect on mobility in people with Parkinson's.,BMJ Open,2023,13,9,e073388,10.1136/bmjopen-2023-073388,,,,,2023-09-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37666560,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
36085858,,A comparison of an implanted accelerometer with a wearable accelerometer for closed-loop DBS.,Annu Int Conf IEEE Eng Med Biol Soc,2022,2022,,3439-3442,10.1109/EMBC48229.2022.9871232,,,,,2022-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36085858,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
37846022,,Controlling pathological activity of Parkinson basal ganglia based on excitation and inhibition optogenetic models and monophasic and biphasic electrical stimulations.,J Biosci,2023,48,,,,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37846022,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
35088739,,Probabilistic Subthalamic Nucleus Stimulation Sweet Spot Integration Into a Commercial Deep Brain Stimulation Programming Software Can Predict Effective Stimulation Parameters.,Neuromodulation,2023,26,2,348-355,10.1016/j.neurom.2021.10.026,,,,,2023-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35088739,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
35227581,,Additive Effect of Dopaminergic Medication on Gait Under Single and Dual-Tasking Is Greater Than of Deep Brain Stimulation in Advanced Parkinson Disease With Long-Duration Deep Brain Stimulation.,Neuromodulation,2023,26,2,364-373,10.1016/j.neurom.2022.01.015,,,,,2023-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35227581,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
26469805,,A new biomarker for subthalamic deep brain stimulation for patients with advanced Parkinson's disease--a pilot study.,J Neural Eng,2015,12,6,066013,10.1088/1741-2560/12/6/066013,,,,,2015-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/26469805,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
38176938,,Serum BLMH and CKM as Potential Biomarkers for Predicting Therapeutic Effects of Deep Brain Stimulation in Parkinson's Disease: A Proteomics Study.,J Integr Neurosci,2023,22,6,163,10.31083/j.jin2206163,,,,,2023-11-21T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38176938,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
26259205,,What Engineering Technology Could Do for Quality of Life in Parkinson's Disease: A Review of Current Needs and Opportunities.,IEEE J Biomed Health Inform,2015,19,6,1862-72,10.1109/JBHI.2015.2464354,,,,,2015-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/26259205,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
40474792,,Advances in flexible sensor monitoring technology for neurodegenerative diseases in the elderly.,Nanotechnology,2025,36,24,,10.1088/1361-6528/adddc5,,,,,2025-06-06T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40474792,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
29488846,,"Deep Brain Stimulation of the Subthalamic Nucleus Does Not Affect the Decrease of Decision Threshold during the Choice Process When There Is No Conflict, Time Pressure, or Reward.",J Cogn Neurosci,2018,30,6,876-884,10.1162/jocn_a_01252,,,,,2018-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/29488846,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
38123222,,[The efficacy analysis of neurosurgical robot-assisted DBS in the treatment of elderly Parkinson's disease].,Zhonghua Yi Xue Za Zhi,2023,103,47,3816-3821,10.3760/cma.j.cn112137-20231006-00642,,,,,2023-12-19T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38123222,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
