pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url
40319815,,Hyperphosphorylated tau-based Alzheimer's Disease drug discovery: Identification of inhibitors of tau aggregation and cytotoxicity.,SLAS Discov,2025,33,,100235,10.1016/j.slasd.2025.100235,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40319815
37497712,,Aducanumab in Alzheimer's Disease: A Critical Update.,Curr Med Chem,2024,31,31,5004-5026,10.2174/0929867331666230727103553,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37497712
39674375,,Targeting tau in Alzheimer's and beyond: Insights into pathology and therapeutic strategies.,Ageing Res Rev,2025,104,,102639,10.1016/j.arr.2024.102639,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39674375
38750678,,Heparan sulfate proteoglycans: Mediators of cellular and molecular Alzheimer's disease pathogenic factors via tunnelling nanotubes?,Mol Cell Neurosci,2024,129,,103936,10.1016/j.mcn.2024.103936,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38750678
39329365,,Lost in translation: Inconvenient truths on the utility of mouse models in Alzheimer's disease research.,Elife,2024,13,,,10.7554/eLife.90633,,,,,2024-09-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39329365
38798082,,Disease-driven domain generalization for neuroimaging-based assessment of Alzheimer's disease.,Hum Brain Mapp,2024,45,8,e26707,10.1002/hbm.26707,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38798082
40420451,,[Prospects for treating Alzheimer's disease].,Zh Nevrol Psikhiatr Im S S Korsakova,2025,125,4. Vyp. 2,54-60,10.17116/jnevro202512504254,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40420451
37861025,,Recent Advancements in the Treatment of Alzheimer's Disease: A Multitarget-directed Ligand Approach.,Curr Med Chem,2024,31,37,6032-6062,10.2174/0109298673264076230921065945,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37861025
40717652,,Novel set of plasma proteins classifies Alzheimer's dementia in African American individuals with high accuracy.,Alzheimers Dement,2025,21,7,e70505,10.1002/alz.70505,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40717652
38446291,,"""Inside Out of Mind"": Alternative Realities, Dementia and Graphic Medicine.",J Med Humanit,2024,45,2,171-184,10.1007/s10912-023-09840-y,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38446291
39306973,,Current pharmacophore based approaches for the development of new anti-Alzheimer's agents.,Bioorg Med Chem,2024,113,,117926,10.1016/j.bmc.2024.117926,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39306973
40489778,,"Alzheimer's Disease: A Review of Molecular Mechanisms and Therapeutic Implications by Targeting Sirtuins, Caspases, and GSK-3.",ACS Chem Neurosci,2025,16,12,2178-2195,10.1021/acschemneuro.5c00207,,,,,2025-06-18T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40489778
38351689,,"Designing and Formulation of Nanocarriers for ""Alzheimer's and Parkinson's"" Early Detection and Therapy.",CNS Neurol Disord Drug Targets,2024,23,10,1251-1262,10.2174/0118715273297024240201055550,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38351689
38945939,,Epigenetic Inhibitors as Alzheimer's Disease Therapeutic Agents.,Chem Pharm Bull (Tokyo),2024,72,7,630-637,10.1248/cpb.c23-00027,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38945939
39931856,,Tauopathy in AD: Therapeutic Potential of MARK-4.,Curr Alzheimer Res,2024,21,11,779-790,10.2174/0115672050358397250126151707,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39931856
37978096,,Efficacy of anti-amyloid-ß monoclonal antibody therapy in early Alzheimer's disease: a systematic review and meta-analysis.,Neurol Sci,2024,45,6,2461-2469,10.1007/s10072-023-07194-w,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37978096
40576521,,Clinically Accurate Diagnosis of Alzheimer's Disease via Single-Molecule Bioelectronic Label-Free Profiling of Multiple Blood Extracellular Vesicle Biomarkers.,Adv Mater,2025,37,37,e2505262,10.1002/adma.202505262,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40576521
39700737,,Psychosocial effects of a humanoid robot on informal caregivers of people with dementia: A randomised controlled trial with nested interviews.,Int J Nurs Stud,2025,162,,104967,10.1016/j.ijnurstu.2024.104967,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39700737
36650751,,Use and uptake of technology by people with dementia and their supporters during the COVID-19 pandemic.,Aging Ment Health,2024,28,1,83-94,10.1080/13607863.2022.2163375,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36650751
39428938,,Alzheimer's Disease Protein Targets: Comprehensive Review and Future Directions.,Curr Pharm Des,2025,31,17,1347-1369,10.2174/0113816128334916241006195142,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39428938
38729525,,Robot-based solution for helping Alzheimer patients.,SLAS Technol,2024,29,3,100140,10.1016/j.slast.2024.100140,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38729525
40209218,,Patient-Related Barriers to Digital Technology Adoption in Alzheimer Disease: Systematic Review.,JMIR Aging,2025,8,,e64324,10.2196/64324,,,,,2025-04-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40209218
38349825,,Deep Learning-Based Eye-Tracking Analysis for Diagnosis of Alzheimer's Disease Using 3D Comprehensive Visual Stimuli.,IEEE J Biomed Health Inform,2024,28,5,2781-2793,10.1109/JBHI.2024.3365172,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38349825
38806509,,A multimodal machine learning model for predicting dementia conversion in Alzheimer's disease.,Sci Rep,2024,14,1,12276,10.1038/s41598-024-60134-2,,,,,2024-05-29T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38806509
40574306,,The Clinical Trials Landscape for Alzheimer's Disease.,CNS Neurosci Ther,2025,31,6,e70492,10.1111/cns.70492,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40574306
39320017,,Reversibility of cognitive worsening observed with BACE inhibitor umibecestat in the Alzheimer's Prevention Initiative (API) Generation Studies.,Alzheimers Dement,2024,20,11,7745-7761,10.1002/alz.14237,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39320017
38833116,,Insights into AlphaFold's breakthrough in neurodegenerative diseases.,Ir J Med Sci,2024,193,5,2577-2588,10.1007/s11845-024-03721-6,,,,,2024-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38833116
36070437,,Advances in Antioxidant Nanomedicines for Imaging and Therapy of Alzheimer's Disease.,Antioxid Redox Signal,2024,40,13-15,863-888,10.1089/ars.2022.0107,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36070437
39029377,,A systematic literature review on the significance of deep learning and machine learning in predicting Alzheimer's disease.,Artif Intell Med,2024,154,,102928,10.1016/j.artmed.2024.102928,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39029377
40408321,,Leveraging transformers and explainable AI for Alzheimer's disease interpretability.,PLoS One,2025,20,5,e0322607,10.1371/journal.pone.0322607,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40408321
40043855,,Role of RhoA-ROCK signaling inhibitor fasudil in Alzheimer disease.,Behav Brain Res,2025,484,,115524,10.1016/j.bbr.2025.115524,,,,,2025-04-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40043855
38857821,,Delineating the Heterogeneity of Alzheimer's Disease and Mild Cognitive Impairment Using Normative Models of Dynamic Brain Functional Networks.,Biol Psychiatry,2025,97,11,1034-1044,10.1016/j.biopsych.2024.05.025,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38857821
38838385,,"Integrating AI in fighting advancing Alzheimer: diagnosis, prevention, treatment, monitoring, mechanisms, and clinical trials.",Curr Opin Struct Biol,2024,87,,102857,10.1016/j.sbi.2024.102857,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38838385
39962970,,Inhibitors of soluble epoxide hydrolase and cGAS/STING repair defects in amyloid-β clearance underlying vascular complications of Alzheimer's disease.,J Alzheimers Dis,2025,104,1,150-157,10.1177/13872877241305965,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39962970
40107629,,Vascular and glymphatic dysfunction as drivers of cognitive impairment in Alzheimer's disease: Insights from computational approaches.,Neurobiol Dis,2025,208,,106877,10.1016/j.nbd.2025.106877,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40107629
38502215,,Near-infrared II theranostic agents for the diagnosis and treatment of Alzheimer's disease.,Eur J Nucl Med Mol Imaging,2024,51,10,2953-2969,10.1007/s00259-024-06690-1,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38502215
39910935,,Alzheimer's disease: assessing the therapeutic potential of anti-Aβ (Beta-Amyloid) treatments.,Cell Mol Biol (Noisy-le-grand),2025,71,1,111-117,10.14715/cmb/2025.70.1.12,,,,,2025-02-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39910935
38460796,,Unraveling brain diseases: The promise of brain-on-a-chip models.,J Neurosci Methods,2024,405,,110105,10.1016/j.jneumeth.2024.110105,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38460796
37424345,,Nanotechnology-based Drug Delivery for Alzheimer's and Parkinson's Diseases.,Curr Drug Deliv,2024,21,7,917-931,10.2174/1567201820666230707113405,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37424345
36802053,,Mechanistic and therapeutic role of NLRP3 inflammasome in the pathogenesis of Alzheimer's disease.,J Neurochem,2024,168,10,3574-3598,10.1111/jnc.15788,,,,,2024-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36802053
38843210,,Automated free speech analysis reveals distinct markers of Alzheimer's and frontotemporal dementia.,PLoS One,2024,19,6,e0304272,10.1371/journal.pone.0304272,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38843210
39350395,,Digital Health Technologies for Alzheimer's Disease and Related Dementias: Initial Results from a Landscape Analysis and Community Collaborative Effort.,J Prev Alzheimers Dis,2024,11,5,1480-1489,10.14283/jpad.2024.103,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39350395
40619587,,Biomimetic Analysis of Neurotransmitters for Disease Diagnosis through Light-Driven Nanozyme Sensor Array and Machine Learning.,Adv Sci (Weinh),2025,12,34,e05333,10.1002/advs.202505333,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40619587
39251217,,[Anti-amyloid Antibody Drugs as Disease-Modifying Therapies for Alzheimer's Disease].,Brain Nerve,2024,76,9,991-995,10.11477/mf.1416202723,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39251217
39574327,,Structural white matter connectivity differences independent of gray matter loss in mild cognitive impairment with neuropsychiatric symptoms: Early indicators of Alzheimer's disease using network-based statistics.,J Alzheimers Dis,2024,102,4,1042-1056,10.1177/13872877241288710,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39574327
38065226,,"Once upon a time, the Amyloid Cascade Hypothesis.",Ageing Res Rev,2024,93,,102161,10.1016/j.arr.2023.102161,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38065226
39449333,,The Role of circRNAs in the Pathological Mechanisms of Alzheimer's Disease: Potential Biomarkers for Diagnosis.,Curr Neuropharmacol,2025,23,6,635-649,10.2174/011570159X337659241014140824,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39449333
39163171,,Fabrication of Hybrid Coated Microneedles with Donepezil Utilizing Digital Light Processing and Semisolid Extrusion Printing for the Management of Alzheimer's Disease.,Mol Pharm,2024,21,9,4450-4464,10.1021/acs.molpharmaceut.4c00377,,,,,2024-09-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39163171
39874644,,"Brain microenvironment-remodeling nanomedicine improves cerebral glucose metabolism, mitochondrial activity and synaptic function in a mouse model of Alzheimer's disease.",Biomaterials,2025,318,,123142,10.1016/j.biomaterials.2025.123142,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39874644
40531439,,"Multi-Target Drug Design in Alzheimer's Disease Treatment: Emerging Technologies, Advantages, Challenges, and Limitations.",Pharmacol Res Perspect,2025,13,4,e70131,10.1002/prp2.70131,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40531439
40279003,,Unraveling the Complexity of Alzheimer's Disease: Insights into Etiology and Advancements in Treatment Strategies.,J Mol Neurosci,2025,75,2,57,10.1007/s12031-025-02337-4,,,,,2025-04-25T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40279003
40050853,,Deep learning-based classification of dementia using image representation of subcortical signals.,BMC Med Inform Decis Mak,2025,25,1,113,10.1186/s12911-025-02924-w,,,,,2025-03-06T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40050853
40138096,,Celastrol Ameliorated Alzheimer's Disease in Mice by Enhancing TBX21/TREM2 Expression in Microglia and Inhibiting Tau Phosphorylation.,Neurochem Res,2025,50,2,126,10.1007/s11064-025-04375-1,,,,,2025-03-26T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40138096
40063933,,Intelligent Robot Interventions for People With Dementia: Systematic Review and Meta-Analysis of Randomized Controlled Trials.,J Med Internet Res,2025,27,,e59892,10.2196/59892,,,,,2025-03-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40063933
40831183,,Biomarker extraction-based Alzheimer's disease stage detection using optimized deep learning approach.,J Alzheimers Dis,2025,107,2,682-698,10.1177/13872877251360394,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40831183
40399918,,Diagnostic performance of actigraphy in Alzheimer's disease using a machine learning classifier - a cross-sectional memory clinic study.,Alzheimers Res Ther,2025,17,1,111,10.1186/s13195-025-01751-5,,,,,2025-05-21T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40399918
39965789,,Comparison of machine learning algorithms for automatic prediction of Alzheimer disease.,J Chin Med Assoc,2025,88,2,98-107,10.1097/JCMA.0000000000001188,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39965789
39192378,,Hybrid nanostructures for neurodegenerative disease theranostics: the art in the combination of biomembrane and non-biomembrane nanostructures.,Transl Neurodegener,2024,13,1,43,10.1186/s40035-024-00436-7,,,,,2024-08-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39192378
39660440,,Vascular Neurology Considerations for Antiamyloid Immunotherapy: A Science Advisory From the American Heart Association.,Stroke,2025,56,1,e30-e38,10.1161/STR.0000000000000480,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39660440
39431022,,Tau‑targeting multifunctional nanocomposite based on tannic acid-metal for near-infrared fluorescence/magnetic resonance bimodal imaging-guided combinational therapy in Alzheimer's disease.,Theranostics,2024,14,16,6218-6235,10.7150/thno.98462,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39431022
40374876,,Coupling relationship between glucose and oxygen metabolisms to serve as an imaging biomarker for Alzheimer's disease.,Sci Rep,2025,15,1,16838,10.1038/s41598-025-01927-x,,,,,2025-05-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40374876
40120712,,Transforming neurodegenerative disorder care with machine learning: Strategies and applications.,Neuroscience,2025,573,,272-285,10.1016/j.neuroscience.2025.03.036,,,,,2025-05-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40120712
38612641,,"Microfluidic Isolation of Neuronal-Enriched Extracellular Vesicles Shows Distinct and Common Neurological Proteins in Long COVID, HIV Infection and Alzheimer's Disease.",Int J Mol Sci,2024,25,7,,10.3390/ijms25073830,,,,,2024-03-29T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38612641
39084596,,Revolutionizing neurotherapeutics: Nanocarriers unveiling the potential of phytochemicals in Alzheimer's disease.,Neuropharmacology,2024,259,,110096,10.1016/j.neuropharm.2024.110096,,,,,2024-11-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39084596
38763067,,Comparative analysis of machine learning algorithms for Alzheimer's disease classification using EEG signals and genetic information.,Comput Biol Med,2024,176,,108621,10.1016/j.compbiomed.2024.108621,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38763067
40367504,,Advancing Remote Monitoring for Patients With Alzheimer Disease and Related Dementias: Systematic Review.,JMIR Aging,2025,8,,e69175,10.2196/69175,,,,,2025-05-14T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40367504
38795753,,Novel drug discovery: Advancing Alzheimer's therapy through machine learning and network pharmacology.,Eur J Pharmacol,2024,976,,176661,10.1016/j.ejphar.2024.176661,,,,,2024-08-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38795753
36178363,,Therapeutic implications of glycogen synthase kinase-3β in Alzheimer's disease: a novel therapeutic target.,Int J Neurosci,2024,134,6,603-619,10.1080/00207454.2022.2130297,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36178363
38778446,,Bio-Nano Toolbox for Precision Alzheimer's Disease Gene Therapy.,Adv Mater,2024,36,29,e2314354,10.1002/adma.202314354,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38778446
40064490,,[Diagnostic Communication for Alzheimer's Disease].,Brain Nerve,2025,77,3,251-257,10.11477/mf.188160960770030251,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40064490
39192044,,Tetrameric Transthyretin as a Protective Factor Against Alzheimer's Disease.,Mol Neurobiol,2025,62,3,2945-2954,10.1007/s12035-024-04442-8,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39192044
40172120,,TCnet: A Novel Strategy to Predict Target Combination of Alzheimer's Disease via Network-Based Methods.,J Chem Inf Model,2025,65,7,3866-3878,10.1021/acs.jcim.5c00172,,,,,2025-04-14T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40172120
38430662,,Exploring the impact of socially assistive robots on health and wellbeing across the lifespan: An umbrella review and meta-analysis.,Int J Nurs Stud,2024,153,,104730,10.1016/j.ijnurstu.2024.104730,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38430662
38668376,,Role of Amyloidogenic and Non-Amyloidogenic Protein Spaces in Neurodegenerative Diseases and their Mitigation Using Theranostic Agents.,Chembiochem,2024,25,13,e202400224,10.1002/cbic.202400224,,,,,2024-07-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38668376
39251219,,[Disease-modifying Drugs in Alzheimer's Disease: Indications and Efficacy Evaluation].,Brain Nerve,2024,76,9,1005-1009,10.11477/mf.1416202725,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39251219
37774122,,Visual search in Alzheimer's disease and amnestic mild cognitive impairment: An eye-tracking study.,Alzheimers Dement,2024,20,2,759-768,10.1002/alz.13478,,,,,2024-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37774122
39940772,,Alzheimer's Disease: Exploring Pathophysiological Hypotheses and the Role of Machine Learning in Drug Discovery.,Int J Mol Sci,2025,26,3,,10.3390/ijms26031004,,,,,2025-01-24T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39940772
38117205,,High-Performance Plasma Biomarker Panel for Alzheimer's Disease Screening Using a Femtomolar-Level Label-Free Biosensing System.,ACS Nano,2024,18,3,2117-2130,10.1021/acsnano.3c09311,,,,,2024-01-23T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38117205
39378955,,Nanotechnology used for siRNA delivery for the treatment of neurodegenerative diseases: Focusing on Alzheimer's disease and Parkinson's disease.,Int J Pharm,2024,666,,124786,10.1016/j.ijpharm.2024.124786,,,,,2024-12-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39378955
39340590,,The role of neuron-like cell lines and primary neuron cell models in unraveling the complexity of neurodegenerative diseases: a comprehensive review.,Mol Biol Rep,2024,51,1,1024,10.1007/s11033-024-09964-x,,,,,2024-09-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39340590
38864182,,"Synthesis of novel hybrids of 1,2,3-triazoles-hydrazone: targeting cholinesterases and Alzheimer's related genes.",Future Med Chem,2024,16,15,1519-1535,10.1080/17568919.2024.2359894,,,,,2024-08-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38864182
40781125,,"Multimodal Alzheimer's disease recognition from image, text and audio.",Sci Rep,2025,15,1,29038,10.1038/s41598-025-14998-7,,,,,2025-08-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40781125
38482977,,A review on the new age methodologies for early detection of Alzheimer's and Parkinson's disease.,Basic Clin Pharmacol Toxicol,2024,134,5,602-613,10.1111/bcpt.14003,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38482977
38436792,,Performance of digital technologies in assessing fall risks among older adults with cognitive impairment: a systematic review.,Geroscience,2024,46,3,2951-2975,10.1007/s11357-024-01098-z,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38436792
40050873,,Cerium-doped Prussian blue biomimetic nanozyme as an amplified pyroptosis inhibitor mitigate Aβ oligomer-induced neurotoxicity in Alzheimer's disease.,J Nanobiotechnology,2025,23,1,181,10.1186/s12951-025-03263-8,,,,,2025-03-06T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40050873
38867523,,Lipid-based Nanomedicine for Alzheimer's Disease: A Comprehensive Review of Recent Advances.,Pharm Nanotechnol,2025,13,4,695-711,10.2174/0122117385300234240522100826,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38867523
40545029,,Advancements and challenges in using AI for biomarker detection in early Alzheimer's disease.,Drug Discov Today,2025,30,7,104415,10.1016/j.drudis.2025.104415,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40545029
41009744,,Nanomedicine-Driven Modulation of the Gut-Brain Axis: Innovative Approaches to Managing Chronic Inflammation in Alzheimer's and Parkinson's Disease.,Int J Mol Sci,2025,26,18,,10.3390/ijms26189178,,,,,2025-09-19T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/41009744
40480363,,Thioredoxin-interacting protein: an emerging target for Alzheimer's disease.,Eur J Pharmacol,2025,1002,,177806,10.1016/j.ejphar.2025.177806,,,,,2025-09-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40480363
40363322,,Ensemble Learning-Based Alzheimer's Disease Classification Using Electroencephalogram Signals and Clock Drawing Test Images.,Sensors (Basel),2025,25,9,,10.3390/s25092881,,,,,2025-05-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40363322
40594827,,Classifying and diagnosing Alzheimer's disease with deep learning using 6735 brain MRI images.,Sci Rep,2025,15,1,22721,10.1038/s41598-025-08092-1,,,,,2025-07-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40594827
40222973,,Hybrid of DSR-GAN and CNN for Alzheimer disease detection based on MRI images.,Sci Rep,2025,15,1,12727,10.1038/s41598-025-94677-9,,,,,2025-04-13T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40222973
39357433,,A review on synthetic inhibitors of dual-specific tyrosine phosphorylation-regulated kinase 1A (DYRK1A) for the treatment of Alzheimer's disease (AD).,Bioorg Med Chem,2024,113,,117925,10.1016/j.bmc.2024.117925,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39357433
39509994,,Early-stage Alzheimer's disease profiling in blood achieved by multiplexing aptamer-SERS biosensors.,Biosens Bioelectron,2025,268,,116907,10.1016/j.bios.2024.116907,,,,,2025-01-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39509994
39136501,,Advances in Developing Small Molecule Drugs for Alzheimer's Disease.,Curr Alzheimer Res,2024,21,4,221-231,10.2174/0115672050329828240805074938,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39136501
40882599,,Explainable machine learning models for early Alzheimer's disease detection using multimodal clinical data.,Int J Med Inform,2025,204,,106093,10.1016/j.ijmedinf.2025.106093,,,,,2025-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40882599
38807345,,Inhibiting the Aggregation of Aβ by Natural Product Molecules.,ChemMedChem,2024,19,17,e202400223,10.1002/cmdc.202400223,,,,,2024-09-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38807345
38950868,,Delineation of the role of G6PD in Alzheimer's disease and potential enhancement through microfluidic and nanoparticle approaches.,Ageing Res Rev,2024,99,,102394,10.1016/j.arr.2024.102394,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38950868
39733087,,Exploring fatty acid metabolism in Alzheimer's disease: the key role of CPT1A.,Sci Rep,2024,14,1,31483,10.1038/s41598-024-82999-z,,,,,2024-12-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39733087
40978711,,Pathological Mechanisms and Molecular Imaging Advances in Alzheimer's Disease.,Clin Interv Aging,2025,20,,1583-1603,10.2147/CIA.S534015,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40978711
38546542,,Butyrylcholinesterase-Activated Near-Infrared Fluorogenic Probe for In Vivo Theranostics of Alzheimer's Disease.,J Med Chem,2024,67,8,6793-6809,10.1021/acs.jmedchem.4c00355,,,,,2024-04-25T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38546542
40886908,,Rodent models of Alzheimer's disease: Critical analysis of current hypotheses and pathways for future research.,Prog Neurobiol,2025,252,,102821,10.1016/j.pneurobio.2025.102821,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40886908
40824894,,Deep learning-based Alzheimer's disease detection using magnetic resonance imaging and gene expression data.,PLoS One,2025,20,8,e0330085,10.1371/journal.pone.0330085,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40824894
39326498,,Phyto-nanotechnology: A novel beneficial strategy for Alzheimer's disease therapy.,Neurochem Int,2024,180,,105868,10.1016/j.neuint.2024.105868,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39326498
36067104,,A Multi-Classification Accessment Framework for Reproducible Evaluation of Multimodal Learning in Alzheimer's Disease.,IEEE/ACM Trans Comput Biol Bioinform,2024,21,4,559-572,10.1109/TCBB.2022.3204619,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36067104
39503109,,Plasma protein-based identification of neuroimage-driven subtypes in mild cognitive impairment via protein-protein interaction aware explainable graph propagational network.,Comput Biol Med,2024,183,,109303,10.1016/j.compbiomed.2024.109303,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39503109
38744143,,"The impact of chelating compounds on Cu2+, Fe2+/3+, and Zn2+ ions in Alzheimer's disease treatment.",J Inorg Biochem,2024,257,,112601,10.1016/j.jinorgbio.2024.112601,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38744143
