pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url
33888739,,Eye-tracking indices of impaired encoding of visual short-term memory in familial Alzheimer's disease.,Sci Rep,2021,11,1,8696,10.1038/s41598-021-88001-4,,,,,2021-04-22T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33888739
28845922,,Three-Dimensional Models of the Human Brain Development and Diseases.,Adv Healthc Mater,2018,7,1,,10.1002/adhm.201700723,,,,,2018-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/28845922
33557926,,Novel instructionless eye tracking tasks identify emotion recognition deficits in frontotemporal dementia.,Alzheimers Res Ther,2021,13,1,39,10.1186/s13195-021-00775-x,,,,,2021-02-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33557926
33915504,,Advances in developing therapeutic strategies for Alzheimer's disease.,Biomed Pharmacother,2021,139,,111623,10.1016/j.biopha.2021.111623,,,,,2021-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33915504
36938800,,Nanomedicine-driven therapeutic interventions of autophagy and stem cells in the management of Alzheimer's disease.,Nanomedicine (Lond),2023,18,2,145-168,10.2217/nnm-2022-0108,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36938800
33238254,,Nanoconstructs as a versatile tool for detection and diagnosis of Alzheimer biomarkers.,Nanotechnology,2021,32,14,142002,10.1088/1361-6528/abcdcb,,,,,2021-04-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33238254
36650751,,Use and uptake of technology by people with dementia and their supporters during the COVID-19 pandemic.,Aging Ment Health,2024,28,1,83-94,10.1080/13607863.2022.2163375,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36650751
36934618,,Molecularly imprinted polymers for the recognition of biomarkers of certain neurodegenerative diseases.,J Pharm Biomed Anal,2023,228,,115343,10.1016/j.jpba.2023.115343,,,,,2023-05-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36934618
36056872,,"Exploring Plausible Therapeutic Targets for Alzheimer's Disease using Multi-omics Approach, Machine Learning and Docking.",Curr Top Med Chem,2022,22,22,1868-1879,10.2174/1568026622666220902110115,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36056872
24059303,,A nanotechnological approach to the management of Alzheimer disease and type 2 diabetes.,CNS Neurol Disord Drug Targets,2014,13,3,478-86,10.2174/18715273113126660159,,,,,2014-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/24059303
38729525,,Robot-based solution for helping Alzheimer patients.,SLAS Technol,2024,29,3,100140,10.1016/j.slast.2024.100140,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38729525
38144511,,Current Anti-Amyloid-β Therapy for Alzheimer's Disease Treatment: From Clinical Research to Nanomedicine.,Int J Nanomedicine,2023,18,,7825-7845,10.2147/IJN.S444115,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38144511
40209218,,Patient-Related Barriers to Digital Technology Adoption in Alzheimer Disease: Systematic Review.,JMIR Aging,2025,8,,e64324,10.2196/64324,,,,,2025-04-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40209218
33535714,,"Internet of Things for Mental Health: Open Issues in Data Acquisition, Self-Organization, Service Level Agreement, and Identity Management.",Int J Environ Res Public Health,2021,18,3,,10.3390/ijerph18031327,,,,,2021-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33535714
26560322,,Applications of Nanotechnology in Diagnostics and Therapeutics of Alzheimer's and Parkinson's Disease.,Curr Drug Metab,2015,16,8,705-12,10.2174/138920021608151107125049,,,,,2015-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/26560322
38349825,,Deep Learning-Based Eye-Tracking Analysis for Diagnosis of Alzheimer's Disease Using 3D Comprehensive Visual Stimuli.,IEEE J Biomed Health Inform,2024,28,5,2781-2793,10.1109/JBHI.2024.3365172,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38349825
34927508,,Consumer direction in the field of digital technologies and people with dementia: a literature review.,Disabil Rehabil Assist Technol,2023,18,8,1364-1376,10.1080/17483107.2021.2008529,,,,,2023-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34927508
35956796,,Advances on Therapeutic Strategies for Alzheimer's Disease: From Medicinal Plant to Nanotechnology.,Molecules,2022,27,15,,10.3390/molecules27154839,,,,,2022-07-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35956796
37125549,,Technology-Based Counselling for People with Dementia and Their Informal Carers: A Systematic Review and Meta-Analysis.,J Alzheimers Dis,2023,93,3,891-906,10.3233/JAD-221194,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37125549
32516764,,Eye Tracking Analysis of Visual Cues during Wayfinding in Early Stage Alzheimer's Disease.,Dement Geriatr Cogn Disord,2020,49,1,91-97,10.1159/000506859,,,,,2020-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32516764
36070437,,Advances in Antioxidant Nanomedicines for Imaging and Therapy of Alzheimer's Disease.,Antioxid Redox Signal,2024,40,13-15,863-888,10.1089/ars.2022.0107,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36070437
35675967,,The application of technology to improve cognition in older adults: A review and suggestions for future directions.,Psych J,2022,11,4,583-599,10.1002/pchj.565,,,,,2022-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35675967
36680337,,Safe at home: Acceptance of surveillance technology among caregivers for persons with dementia.,Health Informatics J,2023,29,1,14604582231152188,10.1177/14604582231152188,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36680337
35484488,,Determinants of technology adoption and continued use among cognitively impaired older adults: a qualitative study.,BMC Geriatr,2022,22,1,376,10.1186/s12877-022-03048-w,,,,,2022-04-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35484488
29943695,,Reflections of the use of locating technologies with persons with dementia: proceedings of a key stakeholder forum.,Neurodegener Dis Manag,2018,8,3,195-205,10.2217/nmt-2018-0002,,,,,2018-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/29943695
35522112,,[Digital Technologies for Elderly People with Dementia: Problems and Prospects for Implementation.].,Adv Gerontol,2022,35,1,76-84,,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35522112
38502215,,Near-infrared II theranostic agents for the diagnosis and treatment of Alzheimer's disease.,Eur J Nucl Med Mol Imaging,2024,51,10,2953-2969,10.1007/s00259-024-06690-1,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38502215
29109789,,Nucleic Acid-Based Theranostics for Tackling Alzheimer's Disease.,Theranostics,2017,7,16,3933-3947,10.7150/thno.21529,,,,,2017-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/29109789
36562884,,"Role of Tau in Various Tauopathies, Treatment Approaches, and Emerging Role of Nanotechnology in Neurodegenerative Disorders.",Mol Neurobiol,2023,60,3,1690-1720,10.1007/s12035-022-03164-z,,,,,2023-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36562884
34252113,,The effectiveness of eye tracking in the diagnosis of cognitive disorders: A systematic review and meta-analysis.,PLoS One,2021,16,7,e0254059,10.1371/journal.pone.0254059,,,,,2021-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34252113
32321393,,Recent Advances in Nanotherapeutic Interventions for the Treatment of Alzheimer's Disease.,Curr Pharm Des,2020,26,19,2257-2279,10.2174/1381612826666200422092620,,,,,2020-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32321393
32957874,,Carbon Nano Tubes: Novel Drug Delivery System in Amelioration of Alzheimer's Disease.,Comb Chem High Throughput Screen,2021,24,10,1528-1543,10.2174/1386207323999200918112538,,,,,2021-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32957874
35570262,,Recent trends of bioconjugated nanomedicines through nose-to-brain delivery for neurological disorders.,Drug Deliv Transl Res,2022,12,12,3104-3120,10.1007/s13346-022-01173-y,,,,,2022-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35570262
26010574,,Emotion recognition in frontotemporal dementia and Alzheimer's disease: A new film-based assessment.,Emotion,2015,15,4,416-27,10.1037/a0039261,,,,,2015-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/26010574
31969045,,Shaping technologies for older adults with and without dementia: Reflections on ethics and preferences.,Health Informatics J,2020,26,4,3215-3230,10.1177/1460458219899590,,,,,2020-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/31969045
35183766,,Applications of artificial intelligence to aid early detection of dementia: A scoping review on current capabilities and future directions.,J Biomed Inform,2022,127,,104030,10.1016/j.jbi.2022.104030,,,,,2022-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35183766
39350395,,Digital Health Technologies for Alzheimer's Disease and Related Dementias: Initial Results from a Landscape Analysis and Community Collaborative Effort.,J Prev Alzheimers Dis,2024,11,5,1480-1489,10.14283/jpad.2024.103,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39350395
32842530,,Nanoparticle-Based Technology Approaches to the Management of Neurological Disorders.,Int J Mol Sci,2020,21,17,,10.3390/ijms21176070,,,,,2020-08-23T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32842530
32463070,,Early Detection of Mild Cognitive Impairment (MCI) in an At-Home Setting.,J Prev Alzheimers Dis,2020,7,3,171-178,10.14283/jpad.2020.22,,,,,2020-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32463070
33853428,,"Dementia Care, Fall Detection, and Ambient-Assisted Living Technologies Help Older Adults Age in Place: A Scoping Review.",J Appl Gerontol,2021,40,12,1893-1902,10.1177/07334648211005868,,,,,2021-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33853428
34964391,,Identifying adoption and usability factors of locator devices for persons living with dementia.,Dementia (London),2022,21,3,862-881,10.1177/14713012211065381,,,,,2022-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34964391
37661875,,'Eye-Tracking' with Words for Alzheimer's Disease Detection: Time Alignment of Words Enunciation with Image Regions During Image Description Tasks.,J Alzheimers Dis,2023,95,3,855-868,10.3233/JAD-220711,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37661875
37856608,,Probe of Alzheimer's studies finds 'egregious misconduct'.,Science,2023,382,6668,251-252,10.1126/science.adl4276,,,,,2023-10-20T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37856608
40531439,,"Multi-Target Drug Design in Alzheimer's Disease Treatment: Emerging Technologies, Advantages, Challenges, and Limitations.",Pharmacol Res Perspect,2025,13,4,e70131,10.1002/prp2.70131,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40531439
36310200,,Microfluidic Chamber Technology to Study Missorting and Spreading of Tau Protein in Alzheimer's Disease.,Methods Mol Biol,2023,2551,,111-123,10.1007/978-1-0716-2597-2_9,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36310200
32511027,,Robotic assistance for people with dementia: a viable option for the future?,Expert Rev Med Devices,2020,17,6,507-518,10.1080/17434440.2020.1770592,,,,,2020-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32511027
34841531,,Altered visual and haptic verticality perception in posterior cortical atrophy and Alzheimer's disease.,J Physiol,2022,600,2,373-391,10.1113/JP282289,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34841531
40120712,,Transforming neurodegenerative disorder care with machine learning: Strategies and applications.,Neuroscience,2025,573,,272-285,10.1016/j.neuroscience.2025.03.036,,,,,2025-05-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40120712
38612641,,"Microfluidic Isolation of Neuronal-Enriched Extracellular Vesicles Shows Distinct and Common Neurological Proteins in Long COVID, HIV Infection and Alzheimer's Disease.",Int J Mol Sci,2024,25,7,,10.3390/ijms25073830,,,,,2024-03-29T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38612641
31049495,,Photo-oxygenation inhibits tau amyloid formation.,Chem Commun (Camb),2019,55,44,6165-6168,10.1039/c9cc01728c,,,,,2019-05-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/31049495
35213367,,Novel Ultrasensitive Detection Technologies for the Identification of Early and Minimally Invasive Alzheimer's Disease Blood Biomarkers.,J Alzheimers Dis,2022,86,3,1337-1369,10.3233/JAD-215093,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35213367
40367504,,Advancing Remote Monitoring for Patients With Alzheimer Disease and Related Dementias: Systematic Review.,JMIR Aging,2025,8,,e69175,10.2196/69175,,,,,2025-05-14T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40367504
35662117,,Shortening of Saccades as a Possible Easy-to-Use Biomarker to Detect Risk of Alzheimer's Disease.,J Alzheimers Dis,2022,88,2,609-618,10.3233/JAD-215551,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35662117
32884267,,Innovative Therapies and Nanomedicine Applications for the Treatment of Alzheimer's Disease: A State-of-the-Art (2017-2020).,Int J Nanomedicine,2020,15,,6113-6135,10.2147/IJN.S231480,,,,,2020-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32884267
38778446,,Bio-Nano Toolbox for Precision Alzheimer's Disease Gene Therapy.,Adv Mater,2024,36,29,e2314354,10.1002/adma.202314354,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38778446
34897086,,Identifying Mild Cognitive Impairment by Using Human-Robot Interactions.,J Alzheimers Dis,2022,85,3,1129-1142,10.3233/JAD-215015,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34897086
32207606,,Early Diagnosis of Alzheimer's Disease in Blood Using a Disposable Electrochemical Microfluidic Platform.,ACS Sens,2020,5,4,1010-1019,10.1021/acssensors.9b02463,,,,,2020-04-24T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32207606
38069305,,A Biomimetic Multiparametric Assay to Characterise Anti-Amyloid Drugs.,Int J Mol Sci,2023,24,23,,10.3390/ijms242316982,,,,,2023-11-30T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38069305
30999771,,Non-conventional compounds with potential therapeutic effects against Alzheimer's disease.,Expert Rev Neurother,2019,19,5,375-395,10.1080/14737175.2019.1608823,,,,,2019-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/30999771
37774122,,Visual search in Alzheimer's disease and amnestic mild cognitive impairment: An eye-tracking study.,Alzheimers Dement,2024,20,2,759-768,10.1002/alz.13478,,,,,2024-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37774122
39940772,,Alzheimer's Disease: Exploring Pathophysiological Hypotheses and the Role of Machine Learning in Drug Discovery.,Int J Mol Sci,2025,26,3,,10.3390/ijms26031004,,,,,2025-01-24T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39940772
32804375,,AI-Based Methods and Technologies to Develop Wearable Devices for Prosthetics and Predictions of Degenerative Diseases.,Methods Mol Biol,2021,2190,,337-354,10.1007/978-1-0716-0826-5_17,,,,,2021-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32804375
32475166,,"The use of technology in creating individualized, meaningful activities for people living with dementia: A systematic review.",Dementia (London),2021,20,4,1442-1469,10.1177/1471301220928168,,,,,2021-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32475166
35114208,,Nanocarrier mediated drug delivery as an impeccable therapeutic approach against Alzheimer's disease.,J Control Release,2022,343,,528-550,10.1016/j.jconrel.2022.01.044,,,,,2022-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35114208
39378955,,Nanotechnology used for siRNA delivery for the treatment of neurodegenerative diseases: Focusing on Alzheimer's disease and Parkinson's disease.,Int J Pharm,2024,666,,124786,10.1016/j.ijpharm.2024.124786,,,,,2024-12-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39378955
34472060,,Preparation of Amyloid Fibrils Using Recombinant Technology.,Methods Mol Biol,2021,2347,,113-121,10.1007/978-1-0716-1574-4_11,,,,,2021-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34472060
26912076,,Editorial: Biotechnology Journal brings more than biotechnology.,Biotechnol J,2015,10,11,1663-5,10.1002/biot.201500581,,,,,2015-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/26912076
38482977,,A review on the new age methodologies for early detection of Alzheimer's and Parkinson's disease.,Basic Clin Pharmacol Toxicol,2024,134,5,602-613,10.1111/bcpt.14003,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38482977
25019089,,Development of dual inhibitors against Alzheimer's disease using fragment-based QSAR and molecular docking.,Biomed Res Int,2014,2014,,979606,10.1155/2014/979606,,,,,2014-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/25019089
34180261,,Quantum dots as a theranostic approach in Alzheimer's disease: a systematic review.,Nanomedicine (Lond),2021,16,18,1595-1611,10.2217/nnm-2021-0104,,,,,2021-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34180261
35990121,,Machine Learning-Based Multimodel Computing for Medical Imaging for Classification and Detection of Alzheimer Disease.,Comput Intell Neurosci,2022,2022,,9211477,10.1155/2022/9211477,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35990121
32627779,,Chemical sensing platforms for detecting trace-level Alzheimer's core biomarkers.,Chem Soc Rev,2020,49,15,5446-5472,10.1039/d0cs00107d,,,,,2020-08-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32627779
34923947,,Natural Product-based Nanomedicine: Recent Advances and Issues for the Treatment of Alzheimer's Disease.,Curr Neuropharmacol,2022,20,8,1498-1518,10.2174/1570159X20666211217163540,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34923947
38867523,,Lipid-based Nanomedicine for Alzheimer's Disease: A Comprehensive Review of Recent Advances.,Pharm Nanotechnol,2025,13,4,695-711,10.2174/0122117385300234240522100826,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38867523
41009744,,Nanomedicine-Driven Modulation of the Gut-Brain Axis: Innovative Approaches to Managing Chronic Inflammation in Alzheimer's and Parkinson's Disease.,Int J Mol Sci,2025,26,18,,10.3390/ijms26189178,,,,,2025-09-19T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/41009744
33459944,,The ethics of innovation for Alzheimer's disease: the risk of overstating evidence for metabolic enhancement protocols.,Theor Med Bioeth,2020,41,5-6,223-237,10.1007/s11017-020-09536-7,,,,,2020-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33459944
27324149,,Advanced imaging of tau pathology in Alzheimer Disease: New perspectives from super resolution microscopy and label-free nanoscopy.,Microsc Res Tech,2016,79,8,677-83,10.1002/jemt.22698,,,,,2016-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/27324149
34205793,,"Intelligent Sensing Technologies for the Diagnosis, Monitoring and Therapy of Alzheimer's Disease: A Systematic Review.",Sensors (Basel),2021,21,12,,10.3390/s21124249,,,,,2021-06-21T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34205793
32463068,,Rationale for Early Diagnosis of Mild Cognitive Impairment (MCI) Supported by Emerging Digital Technologies.,J Prev Alzheimers Dis,2020,7,3,158-164,10.14283/jpad.2020.19,,,,,2020-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32463068
29887912,,Computational Techniques for Eye Movements Analysis towards Supporting Early Diagnosis of Alzheimer's Disease: A Review.,Comput Math Methods Med,2018,2018,,2676409,10.1155/2018/2676409,,,,,2018-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/29887912
39509994,,Early-stage Alzheimer's disease profiling in blood achieved by multiplexing aptamer-SERS biosensors.,Biosens Bioelectron,2025,268,,116907,10.1016/j.bios.2024.116907,,,,,2025-01-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39509994
29421930,,Research and development of anti-Alzheimer's disease drugs: an update from the perspective of technology flows.,Expert Opin Ther Pat,2018,28,4,341-350,10.1080/13543776.2018.1439475,,,,,2018-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/29421930
33599847,,Domain Experts on Dementia-Care Technologies: Mitigating Risk in Design and Implementation.,Sci Eng Ethics,2021,27,1,14,10.1007/s11948-021-00286-w,,,,,2021-02-18T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33599847
38950868,,Delineation of the role of G6PD in Alzheimer's disease and potential enhancement through microfluidic and nanoparticle approaches.,Ageing Res Rev,2024,99,,102394,10.1016/j.arr.2024.102394,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38950868
31506486,,Novel Method for Rapid Assessment of Cognitive Impairment Using High-Performance Eye-Tracking Technology.,Sci Rep,2019,9,1,12932,10.1038/s41598-019-49275-x,,,,,2019-09-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/31506486
33682717,,A Review of Automated Techniques for Assisting the Early Detection of Alzheimer's Disease with a Focus on EEG.,J Alzheimers Dis,2021,80,4,1363-1376,10.3233/JAD-201455,,,,,2021-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33682717
32349114,,Artificial Intelligence in Ophthalmology: Evolutions in Asia.,Asia Pac J Ophthalmol (Phila),2020,9,2,78-84,10.1097/01.APO.0000656980.41190.bf,,,,,2020-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32349114
33234100,,Recent Advances in Nanotechnology: A Novel Therapeutic System for the Treatment of Alzheimer's Disease.,Curr Drug Metab,2020,21,14,1144-1151,10.2174/1389200221666201124140518,,,,,2020-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33234100
36889722,,[A cognitive function test utilizing eye tracking technology in virtual reality].,Nihon Ronen Igakkai Zasshi,2023,60,1,43-50,10.3143/geriatrics.60.43,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36889722
36427013,,Toward comprehensive value assessment for Alzheimer's disease innovations.,Alzheimers Dement,2023,19,4,1558-1567,10.1002/alz.12874,,,,,2023-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36427013
36726077,,Stakeholder's experiences of living and caring in technology-rich supported living environments for tenants living with dementia.,BMC Geriatr,2023,23,1,62,10.1186/s12877-023-03751-2,,,,,2023-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36726077
39326498,,Phyto-nanotechnology: A novel beneficial strategy for Alzheimer's disease therapy.,Neurochem Int,2024,180,,105868,10.1016/j.neuint.2024.105868,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39326498
34847509,,Use of robots to encourage social engagement between older adults.,Geriatr Nurs,2022,43,,97-103,10.1016/j.gerinurse.2021.11.008,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34847509
27889394,,"Nanotechnology-based drug delivery systems for Alzheimer's disease management: Technical, industrial, and clinical challenges.",J Control Release,2017,245,,95-107,10.1016/j.jconrel.2016.11.025,,,,,2017-01-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/27889394
37235791,,Effectiveness of digital technologies to engage and support the wellbeing of people with dementia and family carers at home and in care homes: A scoping review.,Dementia (London),2023,22,6,1292-1313,10.1177/14713012231178445,,,,,2023-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37235791
39929153,,Eye Tracking as a Tool for Detecting Alzheimer's Disease in People With Down Syndrome.,J Intellect Disabil Res,2025,69,5,370-382,10.1111/jir.13214,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39929153
34116363,,The effectiveness of smart home technologies to support the health outcomes of community-dwelling older adults living with dementia: A scoping review.,Int J Med Inform,2021,153,,104513,10.1016/j.ijmedinf.2021.104513,,,,,2021-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34116363
31547900,,The use of technology to promote meaningful engagement for adults with dementia in residential aged care: a scoping review.,Int Psychogeriatr,2020,32,8,913-935,10.1017/S1041610219001388,,,,,2020-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/31547900
29765211,,Usability and acceptability of technology for community-dwelling older adults with mild cognitive impairment and dementia: a systematic literature review.,Clin Interv Aging,2018,13,,863-886,10.2147/CIA.S154717,,,,,2018-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/29765211
38083172,,Saccadic eye movement variables as biomarkers for cognitive decline in elderly individuals.,Annu Int Conf IEEE Eng Med Biol Soc,2023,2023,,1-4,10.1109/EMBC40787.2023.10340128,,,,,2023-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38083172
40245252,,Noninvasive Assessment of β-Secretase Activity Through Click Chemistry-Mediated Enrichment of Neuronal Extracellular Vesicles to Detect Alzheimer's Disease.,Adv Sci (Weinh),2025,12,26,e2415289,10.1002/advs.202415289,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40245252
39638950,,Nanomedicine in the treatment of Alzheimer's disease: bypassing the blood-brain barrier with cutting-edge nanotechnology.,Neurol Sci,2025,46,4,1489-1507,10.1007/s10072-024-07871-4,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39638950
26194317,,Perspective: The Alzheimer's Disease Neuroimaging Initiative and the role and contributions of the Private Partner Scientific Board (PPSB).,Alzheimers Dement,2015,11,7,840-9,10.1016/j.jalz.2015.04.001,,,,,2015-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/26194317
36067094,,Technology for activity participation in older people with mild cognitive impairment or dementia: expert perspectives and a scoping review.,Disabil Rehabil Assist Technol,2023,18,8,1555-1576,10.1080/17483107.2022.2116114,,,,,2023-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36067094
30117682,,Go with the Flow-Microfluidics Approaches for Amyloid Research.,Chem Asian J,2018,13,22,3437-3447,10.1002/asia.201801007,,,,,2018-11-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/30117682
40007082,,Linguistic cues for automatic assessment of Alzheimer's disease across languages.,J Alzheimers Dis,2025,104,3,656-666,10.1177/13872877251319401,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40007082
32757399,,Providing dementia care using technological solutions: An exploration of caregivers' and dementia coordinators' experiences.,J Clin Nurs,2022,31,13-14,1874-1883,10.1111/jocn.15440,,,,,2022-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32757399
32964527,,Nanoscale Hyperspectral Imaging of Amyloid Secondary Structures in Liquid.,Angew Chem Int Ed Engl,2021,60,9,4545-4550,10.1002/anie.202010331,,,,,2021-02-23T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32964527
24942810,,A review of contemporary work on the ethics of ambient assisted living technologies for people with dementia.,Sci Eng Ethics,2015,21,3,707-65,10.1007/s11948-014-9552-x,,,,,2015-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/24942810
33687894,,Impaired Quality Control of Mitochondria Underlying the Pathogenesis of Alzheimer's Disease.,Curr Drug Targets,2021,22,14,1578-1584,10.2174/1389450122666210309105326,,,,,2021-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33687894
