AUTHOR	TITLE	JOURNAL	LANGUANGE	DOCTYPE	KEYWORDS	ABSTRACT	AFFILIATION	DOI	PUBYEAR	PUBVOL	PUBISSUE	FPAGE	LPAGE	ARTNUMBER	PAGENUM
Bonilauri, Augusto; Sangiuliano Intra, Francesca; Pugnetti, Luigi; Baselli, Giuseppe; Baglio, Francesca	A Systematic Review of Cerebral Functional Near-Infrared Spectroscopy in Chronic Neurological Diseases—Actual Applications and Future Perspectives	Diagnostics	EN	Review	neurovascular coupling; fNIRS; neurological disease; neuroimaging; Parkinson’s Disease; Alzheimer’s Disease; Mild Cognitive Impairment	Background: The management of people affected by age-related neurological disorders requires the adoption of targeted and cost-effective interventions to cope with chronicity. Therapy adaptation and rehabilitation represent major targets requiring long-term follow-up of neurodegeneration or, conversely, the promotion of neuroplasticity mechanisms. However, affordable and reliable neurophysiological correlates of cerebral activity to be used throughout treatment stages are often lacking. The aim of this systematic review is to highlight actual applications of functional Near-Infrared Spectroscopy (fNIRS) as a versatile optical neuroimaging technology for investigating cortical hemodynamic activity in the most common chronic neurological conditions. Methods: We reviewed studies investigating fNIRS applications in Parkinson’s Disease (PD), Alzheimer’s Disease (AD) and Mild Cognitive Impairment (MCI) as those focusing on motor and cognitive impairment in ageing and Multiple Sclerosis (MS) as the most common chronic neurological disease in young adults. The literature search was conducted on NCBI PubMed and Web of Science databases by PRISMA guidelines. Results: We identified a total of 63 peer-reviewed articles. The AD spectrum is the most investigated pathology with 40 articles ranging from the traditional monitoring of tissue oxygenation to the analysis of functional resting-state conditions or cognitive functions by means of memory and verbal fluency tasks. Conversely, applications in PD (12 articles) and MS (11 articles) are mainly focused on the characterization of motor functions and their association with dual-task conditions. The most investigated cortical area is the prefrontal cortex, since reported to play an important role in age-related compensatory mechanism and neurofunctional changes associated to these chronic neurological conditions. Interestingly, only 9 articles applied a longitudinal approach. Conclusion: The results indicate that fNIRS is mainly employed for the cross-sectional characterization of the clinical phenotypes of these pathologies, whereas data on its utility for longitudinal monitoring as surrogate biomarkers of disease progression and rehabilitation effects are promising but still lacking.	Department of Electronics, Information and Bioengineering, Politecnico di Milano, 20133 Milan, Italy	10.3390/diagnostics10080581	2020	10	8	-	-	581	-
Skinner, William; Ong, Keat	Modern Electrode Technologies for Ion and Molecule Sensing	Sensors	EN	Review	ion-selective; electrode; electrochemical; voltammetry; environmental sensors; bio-sensors	In high concentrations, ionic species can be toxic in the body, catalyzing unwanted bioreactions, inhibiting enzymes, generating free radicals, in addition to having been associated with diseases like Alzheimer’s and cancer. Although ionic species are ubiquitous in the environment in trace amounts, high concentrations of these metals are often found within industrial and agricultural waste runoff. Therefore, it remains a global interest to develop technologies capable of quickly and accurately detecting trace levels of ionic species, particularly in aqueous environments that naturally contain other competing/inhibiting ions. Herein, we provide an overview of the technologies that have been developed, including the general theory, design, and benefits/challenges associated with ion-selective electrode technologies (carrier-doped membranes, carbon-based varieties, enzyme inhibition electrodes). Notable variations of these electrodes will be highlighted, and a brief overview of associated electrochemical techniques will be given.	Department of Chemistry, University of Oregon, Eugene, OR 97403, USA	10.3390/s20164568	2020	20	16	-	-	4568	-
Li, Yan; Li, Danni; Zhao, Pei; Nandakumar, Krishnaswamy; Wang, Liqiu; Song, Youqiang	Microfluidics-Based Systems in Diagnosis of Alzheimer’s Disease and Biomimetic Modeling	Micromachines	EN	Review	Alzheimer’s disease (AD); microfluidic chips; AD biomarkers; blood–brain barrier (BBB); three-dimensional AD model	Early detection and accurate diagnosis of Alzheimer’s disease (AD) is essential for patient care and disease treatment. Microfluidic technology is emerging as an economical and versatile platform in disease detection and diagnosis. It can be conveniently integrated with nanotechnology and/or biological models for biomedical functional and pre-clinical treatment study. These strengths make it advantageous in disease biomarker detection and functional analysis against a wide range of biological backgrounds. This review highlights the recent developments and trends of microfluidic applications in AD research. The first part looks at the principles and methods for AD diagnostic biomarker detection and profiling. The second part discusses how microfluidic chips, especially organ-on-a-chip platforms, could be used as an independent approach and/or integrated with other technologies in AD biomimetic functional analysis.	Energy Institute, Qilu University of Technology (Shandong Academy of Sciences), Jinan 250014, China	10.3390/mi11090787	2020	11	9	-	-	787	-
Sim, Tao; Tarini, Dinesh; Dheen, S.; Bay, Boon; Srinivasan, Dinesh	Nanoparticle-Based Technology Approaches to the Management of Neurological Disorders	International Journal of Molecular Sciences	EN	Review	neurological disorders; blood-brain barrier; Alzheimer’s disease; Parkinson’s disease; cerebrovascular diseases; traumatic brain injury; nanoparticles	Neurological disorders are the most devastating and challenging diseases associated with the central nervous system (CNS). The blood-brain barrier (BBB) maintains homeostasis of the brain and contributes towards the maintenance of a very delicate microenvironment, impairing the transport of many therapeutics into the CNS and making the management of common neurological disorders such as Alzheimer’s disease (AD), Parkinson’s disease (PD), cerebrovascular diseases (CVDs) and traumatic brain injury (TBI), exceptionally complicated. Nanoparticle (NP) technology offers a platform for the design of tissue-specific drug carrying systems owing to its versatile and modifiable nature. The prospect of being able to design NPs capable of successfully crossing the BBB, and maintaining a high drug bioavailability in neural parenchyma, has spurred much interest in the field of nanomedicine. NPs, which also come in an array of forms including polymeric NPs, solid lipid nanoparticles (SLNs), quantum dots and liposomes, have the flexibility of being conjugated with various macromolecules, such as surfactants to confer the physical or chemical property desired. These nanodelivery strategies represent potential novel and minimally invasive approaches to the treatment and diagnosis of these neurological disorders. Most of the strategies revolve around the ability of the NPs to cross the BBB via various influx mechanisms, such as adsorptive-mediated transcytosis (AMT) and receptor-mediated transcytosis (RMT), targeting specific biomarkers or lesions unique to that pathological condition, thereby ensuring high tissue-specific targeting and minimizing off-target side effects. In this article, insights into common neurological disorders and challenges of delivering CNS drugs due to the presence of BBB is provided, before an in-depth review of nanoparticle-based theranostic strategies.	Yong Loo Lin School of Medicine, National University of Singapore, Singapore 117597, Singapore	10.3390/ijms21176070	2020	21	17	-	-	6070	-
Semyachkina-Glushkovskaya, Oxana; Postnov, Dmitry; Penzel, Thomas; Kurths, Jürgen	Sleep as a Novel Biomarker and a Promising Therapeutic Target for Cerebral Small Vessel Disease: A Review Focusing on Alzheimer’s Disease and the Blood-Brain Barrier	International Journal of Molecular Sciences	EN	Review	Cerebral small vessel disease; sleep; slow wave activity; Alzheimer’S disease; blood-brain barrier	Cerebral small vessel disease (CSVD) is a leading cause of cognitive decline in elderly people and development of Alzheimer’s disease (AD). Blood–brain barrier (BBB) leakage is a key pathophysiological mechanism of amyloidal CSVD. Sleep plays a crucial role in keeping health of the central nervous system and in resistance to CSVD. The deficit of sleep contributes to accumulation of metabolites and toxins such as beta-amyloid in the brain and can lead to BBB disruption. Currently, sleep is considered as an important informative platform for diagnosis and therapy of AD. However, there are no effective methods for extracting of diagnostic information from sleep characteristics. In this review, we show strong evidence that slow wave activity (SWA) (0–0.5 Hz) during deep sleep reflects glymphatic pathology, the BBB leakage and memory deficit in AD. We also discuss that diagnostic and therapeutic targeting of SWA in AD might lead to be a novel era in effective therapy of AD. Moreover, we demonstrate that SWA can be pioneering non-invasive and bed–side technology for express diagnosis of the BBB permeability. Finally, we review the novel data about the methods of detection and enhancement of SWA that can be biomarker and a promising therapy of amyloidal CSVD and CSVD associated with the BBB disorders.	Department of Human and Animal Physiology, Saratov State University, Astrakhanskaya Str. 83, 410012 Saratov, Russia	10.3390/ijms21176293	2020	21	17	-	-	6293	-
Karaglani, Makrina; Gourlia, Krystallia; Tsamardinos, Ioannis; Chatzaki, Ekaterini	Accurate Blood-Based Diagnostic Biosignatures for Alzheimer’s Disease via Automated Machine Learning	Journal of Clinical Medicine	EN	Article	Alzheimer’s disease; predictive model; machine learning; blood; classifier	Alzheimer’s disease (AD) is the most common form of neurodegenerative dementia and its timely diagnosis remains a major challenge in biomarker discovery. In the present study, we analyzed publicly available high-throughput low-sample -omics datasets from studies in AD blood, by the AutoML technology Just Add Data Bio (JADBIO), to construct accurate predictive models for use as diagnostic biosignatures. Considering data from AD patients and age–sex matched cognitively healthy individuals, we produced three best performing diagnostic biosignatures specific for the presence of AD: A. A 506-feature transcriptomic dataset from 48 AD and 22 controls led to a miRNA-based biosignature via Support Vector Machines with three miRNA predictors (AUC 0.975 (0.906, 1.000)), B. A 38,327-feature transcriptomic dataset from 134 AD and 100 controls led to six mRNA-based statistically equivalent signatures via Classification Random Forests with 25 mRNA predictors (AUC 0.846 (0.778, 0.905)) and C. A 9483-feature proteomic dataset from 25 AD and 37 controls led to a protein-based biosignature via Ridge Logistic Regression with seven protein predictors (AUC 0.921 (0.849, 0.972)). These performance metrics were also validated through the JADBIO pipeline confirming stability. In conclusion, using the automated machine learning tool JADBIO, we produced accurate predictive biosignatures extrapolating available low sample -omics data. These results offer options for minimally invasive blood-based diagnostic tests for AD, awaiting clinical validation based on respective laboratory assays. They also highlight the value of AutoML in biomarker discovery.	Laboratory of Pharmacology, Medical School, Democritus University of Thrace, 68100 Alexandroupolis, Greece	10.3390/jcm9093016	2020	9	9	-	-	3016	-
Garcia-Leon, Juan; Caceres-Palomo, Laura; Sanchez-Mejias, Elisabeth; Mejias-Ortega, Marina; Nuñez-Diaz, Cristina; Fernandez-Valenzuela, Juan; Sanchez-Varo, Raquel; Davila, Jose; Vitorica, Javier; Gutierrez, Antonia	Human Pluripotent Stem Cell-Derived Neural Cells as a Relevant Platform for Drug Screening in Alzheimer’s Disease	International Journal of Molecular Sciences	EN	Review	human induced pluripotent stem cells (hiPSCs); disease modeling; Alzheimer’s disease; microglia; astrocytes; oligodendrocytes; 3D cultures; brain organoids	Extracellular amyloid-beta deposition and intraneuronal Tau-laden neurofibrillary tangles are prime features of Alzheimer’s disease (AD). The pathology of AD is very complex and still not fully understood, since different neural cell types are involved in the disease. Although neuronal function is clearly deteriorated in AD patients, recently, an increasing number of evidences have pointed towards glial cell dysfunction as one of the main causative phenomena implicated in AD pathogenesis. The complex disease pathology together with the lack of reliable disease models have precluded the development of effective therapies able to counteract disease progression. The discovery and implementation of human pluripotent stem cell technology represents an important opportunity in this field, as this system allows the generation of patient-derived cells to be used for disease modeling and therapeutic target identification and as a platform to be employed in drug discovery programs. In this review, we discuss the current studies using human pluripotent stem cells focused on AD, providing convincing evidences that this system is an excellent opportunity to advance in the comprehension of AD pathology, which will be translated to the development of the still missing effective therapies.	Departamento Biologia Celular, Genetica y Fisiologia, Instituto de Investigacion Biomedica de Malaga-IBIMA, Facultad de Ciencias, Universidad de Malaga, 29071 Malaga, Spain	10.3390/ijms21186867	2020	21	18	-	-	6867	-
Gentile, Francesco; Doneddu, Pietro; Riva, Nilo; Nobile-Orazio, Eduardo; Quattrini, Angelo	Diet, Microbiota and Brain Health: Unraveling the Network Intersecting Metabolism and Neurodegeneration	International Journal of Molecular Sciences	EN	Review	dysbiosis; diet; metabolism; Alzheimer’s disease; Parkinson’s disease; amyotrophic lateral sclerosis	Increasing evidence gives support for the idea that extra-neuronal factors may affect brain physiology and its predisposition to neurodegenerative diseases. Epidemiological and experimental studies show that nutrition and metabolic disorders such as obesity and type 2 diabetes increase the risk of Alzheimer’s and Parkinson’s diseases after midlife, while the relationship with amyotrophic lateral sclerosis is uncertain, but suggests a protective effect of features of metabolic syndrome. The microbiota has recently emerged as a novel factor engaging strong interactions with neurons and glia, deeply affecting their function and behavior in these diseases. In particular, recent evidence suggested that gut microbes are involved in the seeding of prion-like proteins and their spreading to the central nervous system. Here, we present a comprehensive review of the impact of metabolism, diet and microbiota in neurodegeneration, by affecting simultaneously several aspects of health regarding energy metabolism, immune system and neuronal function. Advancing technologies may allow researchers in the future to improve investigations in these fields, allowing the buildup of population-based preventive interventions and development of targeted therapeutics to halt progressive neurologic disability.	Experimental Neuropathology Unit, Institute of Experimental Neurology, Division of Neuroscience, San Raffaele Scientific Institute, 20132 Milan, Italy	10.3390/ijms21207471	2020	21	20	-	-	7471	-
Georgiev, Vasil; Ivanov, Ivan; Pavlov, Atanas	Recent Progress in Amaryllidaceae Biotechnology	Molecules	EN	Review	alkaloids; Amaryllidaceae; bioreactors; galanthamine; plant in vitro systems	Plants belonging to the monocotyledonous Amaryllidaceae family include about 1100 species divided among 75 genera. They are well known as medicinal and ornamental plants, producing pharmaceutically important alkaloids, the most intensively investigated of which are galanthamine and lycorine. Amaryllidaceae alkaloids possess various biological activities, the most important one being their anti-acetylcholinesterase activity, used for the treatment of Alzheimer’s disease. Due to increased demand for Amaryllidaceae alkaloids (mainly galanthamine) and the limited availability of plant sources, in vitro culture technology has attracted the attention of researchers as a prospective alternative for their sustainable production. Plant in vitro systems have been extensively used for continuous, sustainable, and economically viable production of bioactive plant secondary metabolites. Over the past two decades, a significant success has been demonstrated in the development of in vitro systems synthesizing Amaryllidaceae alkaloids. The present review discusses the state of the art of in vitro Amaryllidaceae alkaloids production, summarizing recently documented plant in vitro systems producing them, as well as the authors’ point of view on the development of biotechnological production processes with a focus on the future prospects of in vitro culture technology for the commercial production of these valuable alkaloids.	Laboratory of Cell Biosystems, The Stephan Angeloff Institute of Microbiology, Bulgarian Academy of Sciences, Plovdiv 4000, Bulgaria	10.3390/molecules25204670	2020	25	20	-	-	4670	-
Jin, Roger; Pilozzi, Alexander; Huang, Xudong	Current Cognition Tests, Potential Virtual Reality Applications, and Serious Games in Cognitive Assessment and Non-Pharmacological Therapy for Neurocognitive Disorders	Journal of Clinical Medicine	EN	Review	aging; major neurocognitive disorder; Alzheimer’s disease; cognitive assessment; mild neurocognitive disorder; mini-mental state examination; virtual reality; augmented reality; mixed reality	As the global population ages, the incidence of major neurocognitive disorders (major NCDs), such as the most common geriatric major NCD, Alzheimer’s disease (AD), has grown. Thus, the need for more definitive cognitive assessment or even effective non-pharmacological intervention for age-related NCDs is becoming more and more pressing given that no definitive diagnostics or efficacious therapeutics are currently unavailable for them. We evaluate the current state of the art of cognitive assessment for major NCDs, and then briefly glance ahead at potential application of virtual reality (VR) technologies in major NCD assessment and in cognition training of visuospatial reasoning in a 3D environment, as well as in the alleviation of depression and other symptoms of cognitive disorders. We believe that VR-based technologies have tremendous potentials in cognitive assessment and non-pharmacological therapy for major NCDs.	Department of Psychiatry, Massachusetts General Hospital and Harvard Medical School, Charlestown, MA 02129, USA	10.3390/jcm9103287	2020	9	10	-	-	3287	-
Czapski, Grzegorz; Zhao, Yuhai; Lukiw, Walter; Strosznajder, Joanna	Acute Systemic Inflammatory Response Alters Transcription Profile of Genes Related to Immune Response and Ca2+ Homeostasis in Hippocampus; Relevance to Neurodegenerative Disorders	International Journal of Molecular Sciences	EN	Article	lipopolysaccharide; systemic inflammation; hippocampus; neuroinflammation; neurodegeneration; microarray	Acute systemic inflammatory response (SIR) triggers an alteration in the transcription of brain genes related to neuroinflammation, oxidative stress and cells death. These changes are also characteristic for Alzheimer’s disease (AD) neuropathology. Our aim was to evaluate gene expression patterns in the mouse hippocampus (MH) by using microarray technology 12 and 96 h after SIR evoked by lipopolysaccharide (LPS). The results were compared with microarray analysis of human postmortem hippocampal AD tissues. It was found that 12 h after LPS administration the expression of 231 genes in MH was significantly altered (FC > 2.0); however, after 96 h only the S100a8 gene encoding calgranulin A was activated (FC = 2.9). Gene ontology enrichment analysis demonstrated the alteration of gene expression related mostly to the immune-response including the gene Lcn2 for Lipocalin 2 (FC = 237.8), involved in glia neurotoxicity. The expression of genes coding proteins involved in epigenetic regulation, histone deacetylases (Hdac4,5,8,9,11) and bromo- and extraterminal domain protein Brd3 were downregulated; however, Brd2 was found to be upregulated. Remarkably, the significant increase in expression of Lcn2, S100a8, S100a9 and also Saa3 and Ch25h, was found in AD brains suggesting that early changes of immune-response genes evoked by mild SIR could be crucial in AD pathogenesis.	Department of Cellular Signalling, Mossakowski Medical Research Centre Polish Academy of Sciences, Pawińskiego 5, 02-106 Warsaw, Poland	10.3390/ijms21217838	2020	21	21	-	-	7838	-
Dhakal, Sudip; Macreadie, Ian	Protein Homeostasis Networks and the Use of Yeast to Guide Interventions in Alzheimer’s Disease	International Journal of Molecular Sciences	EN	Review	Alzheimer’ disease; yeast; proteostasis; unfolded protein response; autophagy; ubiquitin proteasome system	Alzheimer’s Disease (AD) is a progressive multifactorial age-related neurodegenerative disorder that causes the majority of deaths due to dementia in the elderly. Although various risk factors have been found to be associated with AD progression, the cause of the disease is still unresolved. The loss of proteostasis is one of the major causes of AD: it is evident by aggregation of misfolded proteins, lipid homeostasis disruption, accumulation of autophagic vesicles, and oxidative damage during the disease progression. Different models have been developed to study AD, one of which is a yeast model. Yeasts are simple unicellular eukaryotic cells that have provided great insights into human cell biology. Various yeast models, including unmodified and genetically modified yeasts, have been established for studying AD and have provided significant amount of information on AD pathology and potential interventions. The conservation of various human biological processes, including signal transduction, energy metabolism, protein homeostasis, stress responses, oxidative phosphorylation, vesicle trafficking, apoptosis, endocytosis, and ageing, renders yeast a fascinating, powerful model for AD. In addition, the easy manipulation of the yeast genome and availability of methods to evaluate yeast cells rapidly in high throughput technological platforms strengthen the rationale of using yeast as a model. This review focuses on the description of the proteostasis network in yeast and its comparison with the human proteostasis network. It further elaborates on the AD-associated proteostasis failure and applications of the yeast proteostasis network to understand AD pathology and its potential to guide interventions against AD.	School of Science, RMIT University, Bundoora, Victoria 3083, Australia	10.3390/ijms21218014	2020	21	21	-	-	8014	-
Cuomo, Paola; Papaianni, Marina; Sansone, Clementina; Iannelli, Antonio; Iannelli, Domenico; Medaglia, Chiara; Paris, Debora; Motta, Andrea; Capparelli, Rosanna	An In Vitro Model to Investigate the Role of Helicobacter pylori in Type 2 Diabetes, Obesity, Alzheimer’s Disease and Cardiometabolic Disease	International Journal of Molecular Sciences	EN	Article	Helicobacter pylori; mTORC1; branched chain amino acids; inflammation; mitochondrial dysfunction	Helicobacter pylori (Hp) is a Gram-negative bacterium colonizing the human stomach. Nuclear Magnetic Resonance (NMR) analysis of intracellular human gastric carcinoma cells (MKN-28) incubated with the Hp cell filtrate (Hpcf) displays high levels of amino acids, including the branched chain amino acids (BCAA) isoleucine, leucine, and valine. Polymerase chain reaction (PCR) Array Technology shows upregulation of mammalian Target Of Rapamycin Complex 1 (mTORC1), inflammation, and mitochondrial dysfunction. The review of literature indicates that these traits are common to type 2 diabetes, obesity, Alzheimer’s diseases, and cardiometabolic disease. Here, we demonstrate how Hp may modulate these traits. Hp induces high levels of amino acids, which, in turn, activate mTORC1, which is the complex regulating the metabolism of the host. A high level of BCAA and upregulation of mTORC1 are, thus, directly regulated by Hp. Furthermore, Hp modulates inflammation, which is functional to the persistence of chronic infection and the asymptomatic state of the host. Finally, in order to induce autophagy and sustain bacterial colonization of gastric mucosa, the Hp toxin VacA localizes within mitochondria, causing fragmentation of these organelles, depletion of ATP, and oxidative stress. In conclusion, our in vitro disease model replicates the main traits common to the above four diseases and shows how Hp may potentially manipulate them.	Department of Agriculture Sciences, University of Naples “Federico II”, via Università, 100-Portici, 80055 Naples, Italy	10.3390/ijms21218369	2020	21	21	-	-	8369	-
Pardridge, William	Treatment of Alzheimer’s Disease and Blood–Brain Barrier Drug Delivery	Pharmaceuticals	EN	Review	blood–brain barrier; brain drug delivery; drug targeting; endothelium; Alzheimer’s disease; therapeutic antibodies; neurotrophins; TNF inhibitors	Despite the enormity of the societal and health burdens caused by Alzheimer’s disease (AD), there have been no FDA approvals for new therapeutics for AD since 2003. This profound lack of progress in treatment of AD is due to dual problems, both related to the blood–brain barrier (BBB). First, 98% of small molecule drugs do not cross the BBB, and ~100% of biologic drugs do not cross the BBB, so BBB drug delivery technology is needed in AD drug development. Second, the pharmaceutical industry has not developed BBB drug delivery technology, which would enable industry to invent new therapeutics for AD that actually penetrate into brain parenchyma from blood. In 2020, less than 1% of all AD drug development projects use a BBB drug delivery technology. The pathogenesis of AD involves chronic neuro-inflammation, the progressive deposition of insoluble amyloid-beta or tau aggregates, and neural degeneration. New drugs that both attack these multiple sites in AD, and that have been coupled with BBB drug delivery technology, can lead to new and effective treatments of this serious disorder.	Department of Medicine, University of California, Los Angeles, CA 90024, USA	10.3390/ph13110394	2020	13	11	-	-	394	-
Song, Chao; Guo, Shuang; Jin, Sila; Chen, Lei; Jung, Young	Biomarkers Determination Based on Surface-Enhanced Raman Scattering	Chemosensors	EN	Review	biomarker; surface-enhanced Raman scattering; disease; tumor; viruses; Alzheimer’s disease; cardiac muscle tissue injury; cell	An overview of noteworthy new methods of biomarker determination based on surface-enhanced Raman scattering (SERS) is presented. Biomarkers can be used to identify the occurrence and development of diseases, which furthers the understanding of biological processes in the body. Accurate detection of a disease-specific biomarker is helpful for the identification, early diagnosis and prevention of a disease and for monitoring during treatment. The search for and discovery of valuable biomarkers have become important research hotspots. Different diseases have different biomarkers, some of which are involved in metabolic processes. Therefore, the fingerprint characteristics and band intensities in SERS spectra have been used to identify metabolites and analyze markers. As a promising technique, SERS has been widely used for the quantitative and qualitative determination of different types of biomarkers for different diseases. SERS techniques provide new technologies for the diagnosis of disease-related markers and determining the basis for clinical treatment. Herein, several SERS-based methods with excellent sensitivity and selectivity for the determination of biomarkers for tumors, viruses, Alzheimer’s disease, cardiac muscle tissue injury, and cell activity are highlighted.	Teaching Affairs Office, Jilin Normal University, Siping 136000, China	10.3390/chemosensors8040118	2020	8	4	-	-	118	-
Sansano-Sansano, Emilio; Aranda, Fernando; Montoliu, Raúl; Álvarez, Fernando	BLE-GSpeed: A New BLE-Based Dataset to Estimate User Gait Speed	Data	EN	Data Descriptor	gait speed; public database; BLE-based technology	To estimate the user gait speed can be crucial in many topics, such as health care systems, since the presence of difficulties in walking is a core indicator of health and function in aging and disease. Methods for non-invasive and continuous assessment of the gait speed may be key to enable early detection of cognitive diseases such as dementia or Alzheimer’s disease. Wearable technologies can provide innovative solutions for healthcare problems. Bluetooth Low Energy (BLE) technology is excellent for wearables because it is very energy efficient, secure, and inexpensive. In this paper, the BLE-GSpeed database is presented. The dataset is composed of several BLE RSSI measurements obtained while users were walking at a constant speed along a corridor. Moreover, a set of experiments using a baseline algorithm to estimate the gait speed are also presented to provide baseline results to the research community.	Institute of New Imaging Technologies, Universitat Jaume I, Avda. Vicente Sos Baynat S/N, 12071 Castellón, Spain	10.3390/data5040115	2020	5	4	-	-	115	-
Seo, Jungryul; Laine, Teemu; Oh, Gyuhwan; Sohn, Kyung-Ah	EEG-Based Emotion Classification for Alzheimer’s Disease Patients Using Conventional Machine Learning and Recurrent Neural Network Models	Sensors	EN	Article	dementia; Alzheimer’s disease; EEG; sensor; machine learning; deep learning; emotion; classification	As the number of patients with Alzheimer’s disease (AD) increases, the effort needed to care for these patients increases as well. At the same time, advances in information and sensor technologies have reduced caring costs, providing a potential pathway for developing healthcare services for AD patients. For instance, if a virtual reality (VR) system can provide emotion-adaptive content, the time that AD patients spend interacting with VR content is expected to be extended, allowing caregivers to focus on other tasks. As the first step towards this goal, in this study, we develop a classification model that detects AD patients’ emotions (e.g., happy, peaceful, or bored). We first collected electroencephalography (EEG) data from 30 Korean female AD patients who watched emotion-evoking videos at a medical rehabilitation center. We applied conventional machine learning algorithms, such as a multilayer perceptron (MLP) and support vector machine, along with deep learning models of recurrent neural network (RNN) architectures. The best performance was obtained from MLP, which achieved an average accuracy of 70.97%; the RNN model’s accuracy reached only 48.18%. Our study results open a new stream of research in the field of EEG-based emotion detection for patients with neurological disorders.	Department of Computer Engineering, Ajou University, Suwon 16499, Korea	10.3390/s20247212	2020	20	24	-	-	7212	-
Mayans, Enric; Alemán, Carlos	Revisiting the Self-Assembly of Highly Aromatic Phenylalanine Homopeptides	Molecules	EN	Review	molecular engineering; morphological engineering; nanostructures; peptides; staking interactions; supramolecular chemistry	Diphenylalanine peptide (FF), which self-assembles into rigid tubular nanostructures, is a very short core recognition motif in Alzheimer’s disease β-amyloid (Aβ) polypeptide. Moreover, the ability of the phenylalanine (F or Phe)-homopeptides to self-assemble into ordered nanostructures has been proved. Within this context it was shown that the assembly preferences of this family of compounds is altered by capping both the N- and C-termini using highly aromatic fluorenyl groups (i.e., fluorenyl-9-methoxycarbonyl and 9-fluorenylmethyl ester, named Fmoc and OFm, respectively). In this article the work performed in the field of the effect of the structure and incubation conditions on the morphology and polymorphism of short (from two to four amino acid residues) Phe-homopeptides is reviewed and accompanied by introducing some new results for completing the comparison. Special attention has been paid to the influence of solvent: co-solvent mixture used to solubilize the peptide, the peptide concentration and, in some cases, the temperature. More specifically, uncapped (FF, FFF, and FFFF), N-capped with Fmoc (Fmoc-FF, Fmoc-FFF, and Fmoc-FFFF), C-capped with OFm (FF-OFm), and doubly capped (Fmoc-FF-OFm, Fmoc-FFF-OFm, and Fmoc-FFFF-OFm) Phe-homopeptides have been re-measured. Although many of the experienced assembly conditions have been only revisited as they were previously reported, other experimental conditions have been examined by the first time in this work. In any case, pooling the effect of highly aromatic blocking groups in a single study, using a wide variety of experimental conditions, allows a perspective of how the disappearance of head-to-tail electrostatic interactions and the gradual increase in the amount of π–π stacking interactions, affects the morphology of the assemblies. Future technological applications of Phe-homopeptides can be envisaged by choosing the most appropriate self-assemble structure, defining not only the length of the peptide but also the amount and the position of fluorenyl capping groups.	Departament d’Enginyeria Química and Barcelona Research Center for Multiscale Science and Engineering, Universitat Politècnica de Catalunya, EEBE, C/Eduard Maristany, 10-14, Ed. I2, 08019 Barcelona, Spain	10.3390/molecules25246037	2020	25	24	-	-	6037	-
Munch, Maxime; Rotstein, Benjamin; Ulrich, Gilles	Fluorine-18-Labeled Fluorescent Dyes for Dual-Mode Molecular Imaging	Molecules	EN	Review	positron emission tomography; Fluorine-18; fluorescence; molecular imaging; dual-mode imaging; radiofluorination	Recent progress realized in the development of optical imaging (OPI) probes and devices has made this technique more and more affordable for imaging studies and fluorescence-guided surgery procedures. However, this imaging modality still suffers from a low depth of penetration, thus limiting its use to shallow tissues or endoscopy-based procedures. In contrast, positron emission tomography (PET) presents a high depth of penetration and the resulting signal is less attenuated, allowing for imaging in-depth tissues. Thus, association of these imaging techniques has the potential to push back the limits of each single modality. Recently, several research groups have been involved in the development of radiolabeled fluorophores with the aim of affording dual-mode PET/OPI probes used in preclinical imaging studies of diverse pathological conditions such as cancer, Alzheimer’s disease, or cardiovascular diseases. Among all the available PET-active radionuclides, 18F stands out as the most widely used for clinical imaging thanks to its advantageous characteristics (t1/2 = 109.77 min; 97% β+ emitter). This review focuses on the recent efforts in the synthesis and radiofluorination of fluorescent scaffolds such as 4,4-difluoro-4-bora-diazaindacenes (BODIPYs), cyanines, and xanthene derivatives and their use in preclinical imaging studies using both PET and OPI technologies.	University of Ottawa Heart Institute, Ottawa, ON K1Y 4W7, Canada	10.3390/molecules25246042	2020	25	24	-	-	6042	-
Lee, Sanghyeop; Kim, Junyeob; Kang, Hyeon; Kang, Do-Young; Park, Jangsik	Genetic Algorithm Based Deep Learning Neural Network Structure and Hyperparameter Optimization	Applied Sciences	EN	Article	Alzheimer’s disease; classification; deep learning; convolutional neural network; genetic algorithm; model optimisation	Alzheimer’s disease is one of the major challenges of population ageing, and diagnosis and prediction of the disease through various biomarkers is the key. While the application of deep learning as imaging technologies has recently expanded across the medical industry, empirical design of these technologies is very difficult. The main reason for this problem is that the performance of the Convolutional Neural Networks (CNN) differ greatly depending on the statistical distribution of the input dataset. Different hyperparameters also greatly affect the convergence of the CNN models. With this amount of information, selecting appropriate parameters for the network structure has became a large research area. Genetic Algorithm (GA), is a very popular technique to automatically select a high-performance network architecture. In this paper, we show the possibility of optimising the network architecture using GA, where its search space includes both network structure configuration and hyperparameters. To verify the performance of our Algorithm, we used an amyloid brain image dataset that is used for Alzheimer’s disease diagnosis. As a result, our algorithm outperforms Genetic CNN by 11.73% on a given classification task.	Department of Electronic Engineering, Kyungsung University, Busan 48434, Korea	10.3390/app11020744	2021	11	2	-	-	744	-
