pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url,query
40047829,,[Pathomorphosis of the Parkinson's disease against the background of DBS STN].,Zh Nevrol Psikhiatr Im S S Korsakova,2025,125,2,21-27,10.17116/jnevro202512502121,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40047829,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38306790,,Computational modelling and optimization studies of electropentamer for molecular imprinting of DJ-1.,J Mol Graph Model,2024,128,,108715,10.1016/j.jmgm.2024.108715,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38306790,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38189764,,The Use of Image Guided Programming to Improve Deep Brain Stimulation Workflows with Directional Leads in Parkinson's Disease.,J Parkinsons Dis,2024,14,1,111-119,10.3233/JPD-225126,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38189764,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38277250,,Effect of Anisotropic Brain Conductivity on Patient-Specific Volume of Tissue Activation in Deep Brain Stimulation for Parkinson Disease.,IEEE Trans Biomed Eng,2024,71,6,1993-2000,10.1109/TBME.2024.3359119,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38277250,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38941959,,Neurofeedback-enabled beta power control with a fully implanted DBS system in patients with Parkinson's disease.,Clin Neurophysiol,2024,165,,1-15,10.1016/j.clinph.2024.06.001,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38941959,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38467194,,Focused ultrasound-mediated cerium-based nanoreactor against Parkinson's disease via ROS regulation and microglia polarization.,J Control Release,2024,368,,580-594,10.1016/j.jconrel.2024.03.010,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38467194,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40117663,,Enhancement of gait improvement in Parkinson disease with anterior subthalamic nucleus deep brain stimulation.,J Neurosurg,2025,143,3,690-697,10.3171/2024.10.JNS241470,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40117663,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39987542,,Computational model for control of hand movement in Parkinson's disease using deep brain stimulation.,Exp Brain Res,2025,243,3,74,10.1007/s00221-025-07026-7,,,,,2025-02-23T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39987542,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39692295,,How Women and Men with Parkinson's Disease Approach Decision-Making for Deep Brain Stimulation Surgery.,Mov Disord Clin Pract,2025,12,4,453-463,10.1002/mdc3.14284,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39692295,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
37839566,,Susceptibility-Weighted MRI Approximates Intraoperative Microelectrode Recording During Deep Brain Stimulation of the Subthalamic Nucleus for Parkinson's Disease.,World Neurosurg,2024,181,,e346-e355,10.1016/j.wneu.2023.10.053,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37839566,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40738790,,Preoperative network activity predicts the response to subthalamic DBS for Parkinson's disease.,Neurotherapeutics,2025,22,5,e00699,10.1016/j.neurot.2025.e00699,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40738790,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39579746,,What Parkinson's disease patients say in their own words about their mood and anxiety symptoms.,Parkinsonism Relat Disord,2025,130,,107190,10.1016/j.parkreldis.2024.107190,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39579746,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40576528,,Exploring the link between personality dimensions and non-motor fluctuations in Parkinson's disease.,J Parkinsons Dis,2025,15,5,1007-1018,10.1177/1877718X251354932,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40576528,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38413587,,Multi-night cortico-basal recordings reveal mechanisms of NREM slow-wave suppression and spontaneous awakenings in Parkinson's disease.,Nat Commun,2024,15,1,1793,10.1038/s41467-024-46002-7,,,,,2024-02-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38413587,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
37308757,,Does Vestibular Motion Perception Correlate with Axonal Pathways Stimulated by Subthalamic Deep Brain Stimulation in Parkinson's Disease?,Cerebellum,2024,23,2,554-569,10.1007/s12311-023-01576-8,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37308757,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40217574,,Parkinson's disease participant-led research on the impact of deep brain stimulation frequency.,J Parkinsons Dis,2025,15,3,668-671,10.1177/1877718X251331904,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40217574,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40275586,,Anatomical Determinants of STN Coordinate Shift in Idiopathic Parkinson's Disease DBS Surgery.,CNS Neurosci Ther,2025,31,4,e70307,10.1111/cns.70307,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40275586,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40768261,,Stakeholder Perspectives on Trustworthy AI for Parkinson Disease Management Using a Cocreation Approach: Qualitative Exploratory Study.,J Med Internet Res,2025,27,,e73710,10.2196/73710,,,,,2025-08-06T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40768261,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39029131,,Radiographic abnormalities and their clinical significance in patients with Parkinson disease who receive deep brain stimulation implants.,J Neurosurg,2024,141,6,1546-1553,10.3171/2024.4.JNS24365,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39029131,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40408878,,Intraoperative neural firing correlates with motor and cognitive features in Parkinson's disease.,J Neurosurg,2025,143,3,718-727,10.3171/2025.1.JNS241414,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40408878,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39198356,,Performance of ChatGPT 3.5 and 4 as a tool for patient support before and after DBS surgery for Parkinson's disease.,Neurol Sci,2024,45,12,5757-5764,10.1007/s10072-024-07732-0,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39198356,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40776425,,Deep-Brain Stimulation and Intensive Rehabilitation in a Patient with Parkinson Disease: A Case Report.,Am J Case Rep,2025,26,,e946308,10.12659/AJCR.946308,,,,,2025-08-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40776425,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40374107,,Theta-frequency subthalamic nucleus stimulation increases decision threshold.,Brain Stimul,2025,18,4,1021-1027,10.1016/j.brs.2025.05.105,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40374107,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40080370,,"Deep brain stimulation in Parkinson's disease: a comparison of accuracy and clinical outcomes of frame-based, frameless and frameless fiducial-less techniques.",Neurol Sci,2025,46,6,2675-2685,10.1007/s10072-025-08102-0,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40080370,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
37804281,,Does Temporary Externalization of Electrodes After Deep Brain Stimulation Surgery Result in a Higher Risk of Infection?,Neuromodulation,2024,27,3,565-571,10.1016/j.neurom.2023.08.004,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37804281,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38427498,,A Retrospective Comparison of Multiple Approaches to Anatomically Informed Contact Selection in Subthalamic Deep Brain Stimulation for Parkinson's Disease.,J Parkinsons Dis,2024,14,3,575-587,10.3233/JPD-230200,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38427498,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38367359,,Restless legs syndrome in the dominant Parkinson's side related to subthalamic deep-brain stimulation.,Sleep Med,2024,115,,174-176,10.1016/j.sleep.2024.02.025,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38367359,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
37856692,,Analyses of the clinical factors and freezing of gait in association with the quality-of-life indexes in Parkinson's disease subjects with and without STN-DBS therapy.,Neurol Res,2024,46,3,207-212,10.1080/01616412.2023.2265250,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37856692,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38457027,,Effects of subthalamic nucleus deep brain stimulation using different frequency programming paradigms on axial symptoms in advanced Parkinson's disease.,Acta Neurochir (Wien),2024,166,1,124,10.1007/s00701-024-06005-1,,,,,2024-03-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38457027,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
32031356,,Visualization of volume of tissue activated modeling in a clinical planning system for deep brain stimulation.,J Neurosurg Sci,2024,68,1,59-69,10.23736/S0390-5616.19.04827-6,,,,,2024-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32031356,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40036044,,Biofunctionalized nanomaterials for Parkinson's disease theranostics: potential for efficient PD biomarker detection and effective therapy.,Biomater Sci,2025,13,9,2201-2234,10.1039/d5bm00179j,,,,,2025-04-29T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40036044,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40730208,,ML-STIM: Machine Learning for SubThalamic nucleus Intraoperative Mapping.,J Neural Eng,2025,22,4,,10.1088/1741-2552/adf579,,,,,2025-08-12T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40730208,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40099474,,Clinical and Imaging Correlates of Medication Reduction in Globus Pallidus Stimulation for Parkinson's Disease.,Mov Disord Clin Pract,2025,12,7,985-990,10.1002/mdc3.70042,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40099474,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38959873,,A method for the synchronization of inertial sensor signals and local field potentials from deep brain stimulation systems.,Biomed Phys Eng Express,2024,10,5,,10.1088/2057-1976/ad5e83,,,,,2024-07-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38959873,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40042096,,Delayed Normal Pressure Hydrocephalus after Deep Brain Stimulation in Parkinson's Disease.,Mov Disord Clin Pract,2025,12,5,681-686,10.1002/mdc3.70022,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40042096,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39066023,,Exploring Spectrogram-Based Audio Classification for Parkinson's Disease: A Study on Speech Classification and Qualitative Reliability Verification.,Sensors (Basel),2024,24,14,,10.3390/s24144625,,,,,2024-07-17T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39066023,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39721929,,Neurohistopathological findings of the brain parenchyma after long-term deep brain stimulation: Case series and systematic literature review.,Parkinsonism Relat Disord,2025,133,,107243,10.1016/j.parkreldis.2024.107243,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39721929,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38748304,,Utility of diffusion tensor imaging and generalized q-sampling imaging for predicting short-term clinical effect of deep brain stimulation in Parkinson's disease.,Acta Neurochir (Wien),2024,166,1,217,10.1007/s00701-024-06096-w,,,,,2024-05-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38748304,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38396358,,Interleaved Propofol-Ketamine Maintains DBS Physiology and Hemodynamic Stability: A Double-Blind Randomized Controlled Trial.,Mov Disord,2024,39,4,694-705,10.1002/mds.29746,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38396358,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
37462595,,A Systematic Review of Neurophysiology-Based Localization Techniques Used in Deep Brain Stimulation Surgery of the Subthalamic Nucleus.,Neuromodulation,2024,27,3,409-421,10.1016/j.neurom.2023.02.081,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37462595,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39775342,,New insights on the regulators and inhibitors of RhoA-ROCK signalling in Parkinson's disease.,Metab Brain Dis,2025,40,1,90,10.1007/s11011-024-01500-x,,,,,2025-01-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39775342,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38182935,,Attitudes Toward the Adoption of Remote Patient Monitoring and Artificial Intelligence in Parkinson's Disease Management: Perspectives of Patients and Neurologists.,Patient,2024,17,3,275-285,10.1007/s40271-023-00669-0,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38182935,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38231548,,Information and Communication Technology for Managing Social Isolation and Loneliness Among People Living With Parkinson Disease: Qualitative Study of Barriers and Facilitators.,J Med Internet Res,2024,26,,e48175,10.2196/48175,,,,,2024-01-17T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38231548,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39480713,,A Computational Study on the Activation of Neural Transmission in Deep Brain Stimulation.,IEEE Trans Biomed Eng,2025,72,3,1132-1147,10.1109/TBME.2024.3489799,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39480713,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38795178,,Possible improvement of social adjustment after subthalamic deep brain stimulation in people with Parkinson's disease? A systematic review and meta-analysis.,J Neural Transm (Vienna),2024,131,10,1187-1198,10.1007/s00702-024-02787-x,,,,,2024-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38795178,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38555666,,Benefits of subthalamic nucleus deep brain stimulation on visually-guided saccades depend on stimulation side and classic paradigm in Parkinson's disease.,Clin Neurophysiol,2024,162,,41-52,10.1016/j.clinph.2024.03.010,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38555666,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
