pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url
39265476,,Machine learning-based classification of Parkinson's disease using acoustic features: Insights from multilingual speech tasks.,Comput Biol Med,2024,182,,109078,10.1016/j.compbiomed.2024.109078,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39265476
38318989,,Motor and Non-motor Outcomes of Deep Brain Stimulation across the Genetic Panorama of Parkinson's Disease: A Multi-Scale Meta-Analysis.,Mov Disord Clin Pract,2024,11,5,465-477,10.1002/mdc3.13994,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38318989
39373780,,Evaluating a motor progression connectivity model across Parkinson's disease stages.,J Neurol,2024,271,11,7309-7315,10.1007/s00415-024-12703-8,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39373780
40016056,,Are we ready for automated deep brain stimulation programming?,Parkinsonism Relat Disord,2025,134,,107347,10.1016/j.parkreldis.2025.107347,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40016056
40388898,,Battery Longevity in Deep Brain Stimulation for Parkinson's Disease.,Stereotact Funct Neurosurg,2025,103,4,227-235,10.1159/000544714,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40388898
39761756,,Subthalamic nucleus oscillations during facial emotion processing and apathy in Parkinson's disease.,J Affect Disord,2025,373,,314-324,10.1016/j.jad.2025.01.005,,,,,2025-03-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39761756
38553103,,Covid-19 in Parkinson's Disease treated by drugs or brain stimulation.,Neurologia (Engl Ed),2024,39,3,254-260,10.1016/j.nrleng.2021.07.005,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38553103
40991036,,Micro- and nanoscale biosensing technologies for early diagnosis of Parkinson's disease.,Mikrochim Acta,2025,192,10,691,10.1007/s00604-025-07505-2,,,,,2025-09-24T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40991036
40759323,,Spinal cord stimulation restores locomotion in a Parkinson's disease patient and rodents.,Brain Stimul,2025,18,5,1407-1422,10.1016/j.brs.2025.07.020,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40759323
39561963,,Deep Brain Stimulation in Parkinson Disease: A Switch for On/Off Dystonia.,World Neurosurg,2025,194,,123438,10.1016/j.wneu.2024.11.021,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39561963
39956706,,Immunomodulatory effects of invasive and non-invasive brain stimulation in Parkinson's disease.,Parkinsonism Relat Disord,2025,133,,107314,10.1016/j.parkreldis.2025.107314,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39956706
38724231,,Neurophysiological features of STN LFP underlying sleep fragmentation in Parkinson's disease.,J Neurol Neurosurg Psychiatry,2024,95,12,1112-1122,10.1136/jnnp-2023-331979,,,,,2024-11-18T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38724231
39419638,,Application of multimodal deep learning and multi-instance learning fusion techniques in predicting STN-DBS outcomes for Parkinson's disease patients.,Neurotherapeutics,2024,21,6,e00471,10.1016/j.neurot.2024.e00471,,,,,2024-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39419638
39247846,,Deep Learning and fMRI-Based Pipeline for Optimization of Deep Brain Stimulation During Parkinson's Disease Treatment: Toward Rapid Semi-Automated Stimulation Optimization.,IEEE J Transl Eng Health Med,2024,12,,589-599,10.1109/JTEHM.2024.3448392,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39247846
40184612,,Modernizing the Staging of Parkinson Disease Using Digital Health Technology.,J Med Internet Res,2025,27,,e63105,10.2196/63105,,,,,2025-04-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40184612
38834058,,Robust adaptive deep brain stimulation control of in-silico non-stationary Parkinsonian neural oscillatory dynamics.,J Neural Eng,2024,21,3,,10.1088/1741-2552/ad5406,,,,,2024-06-17T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38834058
39513668,,Comparing machine learning and deep learning models to predict cognition progression in Parkinson's disease.,Clin Transl Sci,2024,17,11,e70066,10.1111/cts.70066,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39513668
40040167,,Automated Acoustic Analysis in Parkinson's Disease Using a Smartphone.,Annu Int Conf IEEE Eng Med Biol Soc,2024,2024,,1-4,10.1109/EMBC53108.2024.10782673,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40040167
39556446,,Modulating the cholinergic system-Novel targets for deep brain stimulation in Parkinson's disease.,J Neurochem,2025,169,2,e16264,10.1111/jnc.16264,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39556446
39248306,,"Translational evaluation of metabolic risk factors impacting DBS efficacy for PD-related sleep and depressive disorders: preclinical, prospective and cohort studies.",Int J Surg,2025,111,1,543-566,10.1097/JS9.0000000000002081,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39248306
39613473,,The Effects of Non-Pharmacological Therapies for Dysphagia in Parkinson's Disease: A Systematic Review.,J Integr Neurosci,2024,23,11,204,10.31083/j.jin2311204,,,,,2024-11-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39613473
40079832,,Finely Tuned γ Tracks Medication Cycles in Parkinson's Disease: An Ambulatory Brain-Sense Study.,Mov Disord,2025,40,5,881-895,10.1002/mds.30160,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40079832
38662300,,Clinical and Brain Morphometry Predictors of Deep Brain Stimulation Outcome in Parkinson's Disease.,Brain Topogr,2024,37,6,1186-1194,10.1007/s10548-024-01054-2,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38662300
39762644,,Deep brain stimulation and Parkinson disease: a bibliometric and visual analysis (1993-2023).,Neurosurg Rev,2025,48,1,24,10.1007/s10143-025-03178-w,,,,,2025-01-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39762644
40081467,,Subjective patient rating as a novel feedback signal for DBS programming in Parkinson's disease.,Brain Stimul,2025,18,3,770-779,10.1016/j.brs.2025.03.008,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40081467
38485660,,Effects of deep brain stimulation and verbal suggestions on pain in Parkinson's disease.,Scand J Pain,2024,24,1,,10.1515/sjpain-2023-0126,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38485660
40022502,,Nonmotor Symptom Changes and Their Association With Falls Among Parkinson's Disease Patients Undergoing Deep Brain Stimulation: A 1-Year Cohort Study.,CNS Neurosci Ther,2025,31,3,e70310,10.1111/cns.70310,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40022502
40488989,,Clinical MRI to predict motor and non-motor effects of deep brain stimulation in Parkinson disease.,Radiol Med,2025,130,8,1263-1274,10.1007/s11547-025-02025-8,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40488989
40188263,,Explainable artificial intelligence to diagnose early Parkinson's disease via voice analysis.,Sci Rep,2025,15,1,11687,10.1038/s41598-025-96575-6,,,,,2025-04-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40188263
40595525,,Boundary complexity of cortical and subcortical areas predicts deep brain stimulation outcomes in Parkinson's disease.,Nat Commun,2025,16,1,5590,10.1038/s41467-025-60695-4,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40595525
39625426,,Clinically Implemented Sensing-Based Initial Programming of Deep Brain Stimulation for Parkinson's Disease: A Retrospective Study.,Neuromodulation,2025,28,3,501-510,10.1016/j.neurom.2024.11.002,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39625426
39223361,,Efficacy of subthalamic deep brain stimulation programming strategies for gait disorders in Parkinson's disease: a systematic review and meta-analysis.,Neurosurg Rev,2024,47,1,525,10.1007/s10143-024-02761-x,,,,,2024-09-03T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39223361
39782889,,Long-term effect and reasons for switching and combining device-aided therapies in Parkinson's Disease.,Neurol Neurochir Pol,2025,59,2,111-126,10.5603/pjnns.102858,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39782889
39284884,,Neuronal tissue collection from intra-cranial instruments used in deep brain stimulation surgery for Parkinson's disease with implications for study of alpha-synuclein.,Sci Rep,2024,14,1,21641,10.1038/s41598-024-72542-5,,,,,2024-09-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39284884
40975851,,Camptocormia in Parkinson's disease: state of the art and future directions.,J Neurol,2025,272,9,638,10.1007/s00415-025-13396-3,,,,,2025-09-21T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40975851
40567008,,Depressive symptoms can negatively influence patient reported disease severity after subthalamic nucleus stimulation for Parkinson's disease.,J Parkinsons Dis,2025,15,5,998-1006,10.1177/1877718X251354933,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40567008
38218890,,Upper limb intention tremor assessment: opportunities and challenges in wearable technology.,J Neuroeng Rehabil,2024,21,1,8,10.1186/s12984-023-01302-9,,,,,2024-01-13T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38218890
40664603,,An Implant-Free Nanosystem Enabling Synergistic Oxidative Damage Mitigation and Deep Brain Stimulation for Alleviating Parkinsonian Symptoms.,ACS Nano,2025,19,29,26715-26734,10.1021/acsnano.5c06227,,,,,2025-07-29T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40664603
39985674,,Invasive therapies for Parkinson's disease: an adapted excerpt from the guidelines of the German Society of Neurology.,J Neurol,2025,272,3,219,10.1007/s00415-025-12915-6,,,,,2025-02-22T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39985674
38758903,,"Deep brain stimulation in Parkinson's disease: A scientometric and bibliometric analysis, trends, and research hotspots.",Medicine (Baltimore),2024,103,20,e38152,10.1097/MD.0000000000038152,,,,,2024-05-17T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38758903
39151185,,Awake versus asleep deep brain stimulation for Parkinson's disease: a comprehensive systematic review and meta-analysis.,J Neurosurg,2025,142,2,324-338,10.3171/2024.4.JNS232553,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39151185
38579455,,Neuroscience fundamentals relevant to neuromodulation: Neurobiology of deep brain stimulation in Parkinson's disease.,Neurotherapeutics,2024,21,3,e00348,10.1016/j.neurot.2024.e00348,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38579455
40411366,,Education Programs for Patients With Parkinson's Disease Receiving Deep Brain Stimulation: A Scoping Review.,West J Nurs Res,2025,47,8,786-796,10.1177/01939459251341814,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40411366
40747947,,May 2025 therapeutic delivery: industry update.,Ther Deliv,2025,16,8,701-707,10.1080/20415990.2025.2533109,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40747947
39350551,,Enhancements in Parkinson's Disease Management: Leveraging Levodopa Optimization and Surgical Breakthroughs.,Curr Drug Targets,2025,26,1,17-32,10.2174/0113894501319817240919103802,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39350551
39870066,,Comparing Directional and Omnidirectional Deep Brain Stimulation in Parkinson's Disease Patients.,Stereotact Funct Neurosurg,2025,103,2,111-123,10.1159/000542423,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39870066
38929544,,Long-Term Impact of Deep Brain Stimulation in Parkinson's Disease: Does It Affect Rehabilitation Outcomes?,Medicina (Kaunas),2024,60,6,,10.3390/medicina60060927,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38929544
41009744,,Nanomedicine-Driven Modulation of the Gut-Brain Axis: Innovative Approaches to Managing Chronic Inflammation in Alzheimer's and Parkinson's Disease.,Int J Mol Sci,2025,26,18,,10.3390/ijms26189178,,,,,2025-09-19T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/41009744
38724317,,The role of AI and machine learning in the diagnosis of Parkinson's disease and atypical parkinsonisms.,Parkinsonism Relat Disord,2024,126,,106986,10.1016/j.parkreldis.2024.106986,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38724317
38636635,,Deep Brain Stimulation Modulates the Visual Pathway to Improve Freezing of Gait in Parkinson's Disease Patients.,World Neurosurg,2024,187,,e148-e155,10.1016/j.wneu.2024.04.055,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38636635
39702816,,Evaluating gait and postural responses to subthalamic stimulation and levodopa: A prospective study using wearable technology.,Eur J Neurol,2025,32,1,e16580,10.1111/ene.16580,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39702816
40697108,,Carbon-based nanotechnology for Parkinson's disease: diagnostic and therapeutic innovations.,Nanomedicine (Lond),2025,20,16,2023-2041,10.1080/17435889.2025.2535940,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40697108
37988747,,Towards an optimised deep brain stimulation using a large-scale computational network and realistic volume conductor model.,J Neural Eng,2024,20,6,,10.1088/1741-2552/ad0e7c,,,,,2024-01-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37988747
39352337,,Impact of Preoperative Cognition on Motor Improvement in Bilateral Subthalamic Nucleus-Deep Brain Stimulation for Parkinson's Disease.,Neuromodulation,2025,28,3,484-491,10.1016/j.neurom.2024.07.011,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39352337
38697047,,Disparities in Access to Deep Brain Stimulation for Parkinson's Disease and Proposed Interventions: A Literature Review.,Stereotact Funct Neurosurg,2024,102,3,179-194,10.1159/000538748,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38697047
38604023,,Asleep versus awake GPi DBS surgery for Parkinson's disease: A systematic review and meta-analysis.,J Clin Neurosci,2024,123,,196-202,10.1016/j.jocn.2024.03.033,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38604023
38272256,,Direct subthalamic nucleus stimulation influences speech and voice quality in Parkinson's disease patients.,Brain Stimul,2024,17,1,112-124,10.1016/j.brs.2024.01.006,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38272256
38085189,,Changes in Anticholinergic Burden in Parkinson's Disease After Deep Brain Stimulation.,Neuromodulation,2024,27,3,538-543,10.1016/j.neurom.2023.11.001,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38085189
38985938,,Differential components of bradykinesia in Parkinson's disease revealed by deep brain stimulation.,J Neurophysiol,2024,132,3,870-878,10.1152/jn.00320.2022,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38985938
38653252,,Multi-timescale neuromodulation strategy for closed-loop deep brain stimulation in Parkinson's disease.,J Neural Eng,2024,21,3,,10.1088/1741-2552/ad4210,,,,,2024-05-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38653252
37818694,,The role of robot-assisted training on rehabilitation outcomes in Parkinson's disease: a systematic review and meta-analysis.,Disabil Rehabil,2024,46,18,4049-4067,10.1080/09638288.2023.2266178,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37818694
38071401,,Deep Brain Stimulation Improves Parkinson's Disease-Associated Pain by Decreasing Spinal Nociception.,Mov Disord,2024,39,2,447-449,10.1002/mds.29666,,,,,2024-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38071401
39655402,,Changes in Functional Connectivity Relate to Modulation of Cognitive Control by Subthalamic Stimulation.,Hum Brain Mapp,2024,45,17,e70095,10.1002/hbm.70095,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39655402
40239270,,Detection of deep brain stimulation lead position and orientation in patients using magnetoencephalography.,Clin Neurophysiol,2025,173,,221-228,10.1016/j.clinph.2025.02.265,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40239270
39629747,,Leucencephalopathy in Patients with Parkinson's Disease and Deep Brain Stimulation.,Mov Disord Clin Pract,2025,12,3,340-345,10.1002/mdc3.14294,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39629747
39973491,,Technology for measuring freezing of gait: Current state of the art and recommendations.,J Parkinsons Dis,2025,15,1,19-40,10.1177/1877718X241301065,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39973491
38250786,,The Importance of Digital Health Literacy in an Evolving Parkinson's Disease Care System.,J Parkinsons Dis,2024,14,s1,S181-S189,10.3233/JPD-230229,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38250786
37424345,,Nanotechnology-based Drug Delivery for Alzheimer's and Parkinson's Diseases.,Curr Drug Deliv,2024,21,7,917-931,10.2174/1567201820666230707113405,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37424345
38696281,,Subthalamic Nucleus Stimulation Modulates Cognitive Theory of Mind in Parkinson's Disease.,Mov Disord,2024,39,7,1154-1165,10.1002/mds.29830,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38696281
38608807,,Effectiveness of Deep Brain Stimulation in Improving Balance in Parkinson's Disease: A Systematic Review and Meta-Analysis.,World Neurosurg,2024,186,,242-251.e3,10.1016/j.wneu.2024.04.021,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38608807
40871788,,Machine Learning-Based Assessment of Parkinson's Disease Symptoms Using Wearable and Smartphone Sensors.,Sensors (Basel),2025,25,16,,10.3390/s25164924,,,,,2025-08-09T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40871788
39344591,,Current and future applications of local field potential-guided programming for Parkinson's disease with the Percept™ rechargeable neurostimulator.,Neurodegener Dis Manag,2024,14,5,131-147,10.1080/17582024.2024.2404386,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39344591
38669906,,Delayed-onset seizures after subthalamic nucleus deep brain stimulation surgery for Parkinson's disease.,J Clin Neurosci,2024,124,,81-86,10.1016/j.jocn.2024.04.023,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38669906
38128546,,At home adaptive dual target deep brain stimulation in Parkinson's disease with proportional control.,Brain,2024,147,3,911-922,10.1093/brain/awad429,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38128546
40091405,,Concordance between imaging and clinical based STN-DBS programming improves motor outcomes of directional stimulation in Parkinson's disease.,J Parkinsons Dis,2025,15,2,409-420,10.1177/1877718X241305725,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40091405
39994077,,Comprehensive clinical scale-based machine learning model for predicting subthalamic nucleus deep brain stimulation outcomes in Parkinson's disease.,Neurosurg Rev,2025,48,1,266,10.1007/s10143-025-03424-1,,,,,2025-02-25T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39994077
39351855,,Effect of deep brain stimulation on sexual dysfunction among patients who had Parkinson's disease: a systematic review and meta-analysis.,Neurol Res,2024,46,12,1181-1190,10.1080/01616412.2024.2407645,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39351855
37097269,,Model-Based Analysis of Pathway Recruitment During Subthalamic Deep Brain Stimulation.,Neuromodulation,2024,27,3,455-463,10.1016/j.neurom.2023.02.084,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37097269
40415583,,Gait analysis for Parkinson's disease using multiscale entropy.,Neurodegener Dis Manag,2025,15,5,245-258,10.1080/17582024.2025.2510842,,,,,2025-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40415583
38193320,,Theta frequency deep brain stimulation in the subthalamic nucleus improves working memory in Parkinson's disease.,Brain,2024,147,4,1190-1196,10.1093/brain/awad433,,,,,2024-04-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38193320
38160999,,Deep brain stimulation with short versus conventional pulse width in Parkinson's disease and essential tremor: A systematic review and meta-analysis.,Brain Stimul,2024,17,1,71-82,10.1016/j.brs.2023.12.013,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38160999
38054573,,Brain Dynamics Complexity as a Signature of Cognitive Decline in Parkinson's Disease.,Mov Disord,2024,39,2,305-317,10.1002/mds.29678,,,,,2024-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38054573
38823445,,Structural Brain Connectivity Guided Optimal Contact Selection for Deep Brain Stimulation of the Subthalamic Nucleus.,World Neurosurg,2024,188,,e546-e554,10.1016/j.wneu.2024.05.150,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38823445
38867393,,Reorganization of motor network in patients with Parkinson's disease after deep brain stimulation.,CNS Neurosci Ther,2024,30,6,e14792,10.1111/cns.14792,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38867393
38616062,,Intra and inter-rater remote assessment of bradykinesia in Parkinson's disease.,Neurologia (Engl Ed),2024,39,4,345-352,10.1016/j.nrleng.2021.08.006,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38616062
40838518,,Cognitive outcomes of deep brain stimulation depend on age and hippocampal connectivity in Parkinson's and Alzheimer's disease.,Alzheimers Dement,2025,21,8,e70498,10.1002/alz.70498,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40838518
40042113,,Long-Term Quality of Life Trend after Subthalamic Stimulation for Parkinson's Disease: An Updated Systematic Review and Meta-Analysis.,Mov Disord Clin Pract,2025,12,5,577-587,10.1002/mdc3.70025,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40042113
37773878,,Impact of subthalamic nucleus stimulation on urinary dysfunction and constipation in Parkinson's disease.,J Neurosurg,2024,140,3,657-664,10.3171/2023.7.JNS23837,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37773878
38908172,,Development and validation of the DBS-PS (Deep Brain Stimulation-Perception Scale): Assessing parkinsonian patients' expectations to prevent post-operative disappointment?,J Neurol Sci,2024,462,,123093,10.1016/j.jns.2024.123093,,,,,2024-07-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38908172
40155878,,Multimodal diagnostic tools and advanced data models for detection of prodromal Parkinson's disease: a scoping review.,BMC Med Imaging,2025,25,1,103,10.1186/s12880-025-01620-5,,,,,2025-03-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40155878
40497379,,Metabolic effects of deep brain stimulation in Parkinson's disease - a systematic review and meta-analysis.,Neurol Neurochir Pol,2025,59,4,338-353,10.5603/pjnns.100297,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40497379
39331106,,Modulation of Cerebellar Oscillations with Subthalamic Stimulation in Patients with Parkinson's Disease.,J Parkinsons Dis,2024,14,7,1417-1426,10.3233/JPD-240065,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39331106
39378955,,Nanotechnology used for siRNA delivery for the treatment of neurodegenerative diseases: Focusing on Alzheimer's disease and Parkinson's disease.,Int J Pharm,2024,666,,124786,10.1016/j.ijpharm.2024.124786,,,,,2024-12-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39378955
39031226,,Intraoperative microelectrode recording during asleep deep brain stimulation of subthalamic nucleus for Parkinson Disease. A case series with systematic review of the literature.,Neurosurg Rev,2024,47,1,342,10.1007/s10143-024-02563-1,,,,,2024-07-20T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39031226
38323603,,Deep brain stimulation of the subthalamic nucleus in Parkinson disease 2013-2023: where are we a further 10 years on?,Br J Neurosurg,2025,39,5,603-611,10.1080/02688697.2024.2311128,,,,,2025-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38323603
38363617,,Kinematic Effects of Combined Subthalamic and Dorsolateral Nigral Deep Brain Stimulation in Parkinson's Disease.,J Parkinsons Dis,2024,14,2,269-282,10.3233/JPD-230181,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38363617
40037940,,Closing the loop in DBS: A data-driven approach.,Parkinsonism Relat Disord,2025,134,,107348,10.1016/j.parkreldis.2025.107348,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40037940
39771944,,Real-Time Freezing of Gait Prediction and Detection in Parkinson's Disease.,Sensors (Basel),2024,24,24,,10.3390/s24248211,,,,,2024-12-23T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39771944
38482977,,A review on the new age methodologies for early detection of Alzheimer's and Parkinson's disease.,Basic Clin Pharmacol Toxicol,2024,134,5,602-613,10.1111/bcpt.14003,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38482977
39194217,,A Meta-Analysis of Medication Reduction and Motor Outcomes After Awake Versus Asleep Deep Brain Stimulation for Parkinson Disease.,Neurosurgery,2025,96,3,481-493,10.1227/neu.0000000000003138,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39194217
38236261,,"Impacts of Deep Brain Stimulation of the Globus Pallidus Internus on Swallowing: A Retrospective, Cross-Sectional Study.",Dysphagia,2024,39,5,797-807,10.1007/s00455-023-10660-4,,,,,2024-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38236261
39707598,,Subthalamic γ Oscillation Underlying Rapid Eye Movement Sleep Abnormality in Parkinsonian Patients.,Mov Disord,2025,40,3,456-467,10.1002/mds.30091,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39707598
39938340,,Review on computational methods for the detection and classification of Parkinson's Disease.,Comput Biol Med,2025,187,,109767,10.1016/j.compbiomed.2025.109767,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39938340
40111943,,Predicting motor function improvement following deep brain stimulation of the subthalamic nucleus for Parkinson's disease based on STN-T2MRI radiomics.,J Parkinsons Dis,2025,15,3,561-572,10.1177/1877718X251319697,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40111943
38318953,,Association between Subjective Cognitive Complaints and Incident Functional Impairment in Parkinson's Disease.,Mov Disord,2024,39,4,706-714,10.1002/mds.29725,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38318953
40532683,,Structural Connectivity of the Basal Ganglia from Patient-Individual Tractography Is Key for Understanding the Effects of Deep Brain Stimulation in Parkinson's Disease.,Stereotact Funct Neurosurg,2025,103,4,279-294,10.1159/000546716,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40532683
38814926,,Developments in the prediction of cognitive changes following deep brain stimulation in persons with Parkinson's disease.,Expert Rev Neurother,2024,24,7,643-659,10.1080/14737175.2024.2360121,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38814926
40667793,,Association Between Stress Hyperglycemia Ratio and Parkinson's Disease Across Different Glucose Metabolism Statuses-A Prospective Study From UK Biobank.,Eur J Neurol,2025,32,7,e70299,10.1111/ene.70299,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40667793
