AUTHOR	TITLE	JOURNAL	LANGUANGE	DOCTYPE	KEYWORDS	ABSTRACT	AFFILIATION	DOI	PUBYEAR	PUBVOL	PUBISSUE	FPAGE	LPAGE	ARTNUMBER	PAGENUM
Bonilauri, Augusto; Sangiuliano Intra, Francesca; Pugnetti, Luigi; Baselli, Giuseppe; Baglio, Francesca	A Systematic Review of Cerebral Functional Near-Infrared Spectroscopy in Chronic Neurological Diseases—Actual Applications and Future Perspectives	Diagnostics	EN	Review	neurovascular coupling; fNIRS; neurological disease; neuroimaging; Parkinson’s Disease; Alzheimer’s Disease; Mild Cognitive Impairment	Background: The management of people affected by age-related neurological disorders requires the adoption of targeted and cost-effective interventions to cope with chronicity. Therapy adaptation and rehabilitation represent major targets requiring long-term follow-up of neurodegeneration or, conversely, the promotion of neuroplasticity mechanisms. However, affordable and reliable neurophysiological correlates of cerebral activity to be used throughout treatment stages are often lacking. The aim of this systematic review is to highlight actual applications of functional Near-Infrared Spectroscopy (fNIRS) as a versatile optical neuroimaging technology for investigating cortical hemodynamic activity in the most common chronic neurological conditions. Methods: We reviewed studies investigating fNIRS applications in Parkinson’s Disease (PD), Alzheimer’s Disease (AD) and Mild Cognitive Impairment (MCI) as those focusing on motor and cognitive impairment in ageing and Multiple Sclerosis (MS) as the most common chronic neurological disease in young adults. The literature search was conducted on NCBI PubMed and Web of Science databases by PRISMA guidelines. Results: We identified a total of 63 peer-reviewed articles. The AD spectrum is the most investigated pathology with 40 articles ranging from the traditional monitoring of tissue oxygenation to the analysis of functional resting-state conditions or cognitive functions by means of memory and verbal fluency tasks. Conversely, applications in PD (12 articles) and MS (11 articles) are mainly focused on the characterization of motor functions and their association with dual-task conditions. The most investigated cortical area is the prefrontal cortex, since reported to play an important role in age-related compensatory mechanism and neurofunctional changes associated to these chronic neurological conditions. Interestingly, only 9 articles applied a longitudinal approach. Conclusion: The results indicate that fNIRS is mainly employed for the cross-sectional characterization of the clinical phenotypes of these pathologies, whereas data on its utility for longitudinal monitoring as surrogate biomarkers of disease progression and rehabilitation effects are promising but still lacking.	Department of Electronics, Information and Bioengineering, Politecnico di Milano, 20133 Milan, Italy	10.3390/diagnostics10080581	2020	10	8	-	-	581	-
Tejchman, Anna; Znój, Agnieszka; Chlebanowska, Paula; Frączek-Szczypta, Aneta; Majka, Marcin	Carbon Fibers as a New Type of Scaffold for Midbrain Organoid Development	International Journal of Molecular Sciences	EN	Article	organoid; Parkinson’s disease; carbon fibers; scaffold; 3D model; NURR1; LMX1A; TH; PITX3	The combination of induced pluripotent stem cell (iPSC) technology and 3D cell culture creates a unique possibility for the generation of organoids that mimic human organs in in vitro cultures. The use of iPS cells in organoid cultures enables the differentiation of cells into dopaminergic neurons, also found in the human midbrain. However, long-lasting organoid cultures often cause necrosis within organoids. In this work, we present carbon fibers (CFs) for medical use as a new type of scaffold for organoid culture, comparing them to a previously tested copolymer poly-(lactic-co-glycolic acid) (PLGA) scaffold. We verified the physicochemical properties of CF scaffolds compared to PLGA in improving the efficiency of iPSC differentiation within organoids. The physicochemical properties of carbon scaffolds such as porosity, microstructure, or stability in the cellular environment make them a convenient material for creating in vitro organoid models. Through screening several genes expressed during the differentiation of organoids at crucial brain stages of development, we found that there is a correlation between PITX3, one of the key regulators of terminal differentiation, and the survival of midbrain dopaminergic (mDA) neurons and tyrosine hydroxylase (TH) gene expression. This makes organoids formed on carbon scaffolds an improved model containing mDA neurons convenient for studying midbrain-associated neurodegenerative diseases such as Parkinson’s disease.	Department of Transplantation, Faculty of Medicine, Institute of Pediatrics, Jagiellonian University Medical College, Wielicka 265, 30-663 Kraków, Poland	10.3390/ijms21175959	2020	21	17	-	-	5959	-
Sim, Tao; Tarini, Dinesh; Dheen, S.; Bay, Boon; Srinivasan, Dinesh	Nanoparticle-Based Technology Approaches to the Management of Neurological Disorders	International Journal of Molecular Sciences	EN	Review	neurological disorders; blood-brain barrier; Alzheimer’s disease; Parkinson’s disease; cerebrovascular diseases; traumatic brain injury; nanoparticles	Neurological disorders are the most devastating and challenging diseases associated with the central nervous system (CNS). The blood-brain barrier (BBB) maintains homeostasis of the brain and contributes towards the maintenance of a very delicate microenvironment, impairing the transport of many therapeutics into the CNS and making the management of common neurological disorders such as Alzheimer’s disease (AD), Parkinson’s disease (PD), cerebrovascular diseases (CVDs) and traumatic brain injury (TBI), exceptionally complicated. Nanoparticle (NP) technology offers a platform for the design of tissue-specific drug carrying systems owing to its versatile and modifiable nature. The prospect of being able to design NPs capable of successfully crossing the BBB, and maintaining a high drug bioavailability in neural parenchyma, has spurred much interest in the field of nanomedicine. NPs, which also come in an array of forms including polymeric NPs, solid lipid nanoparticles (SLNs), quantum dots and liposomes, have the flexibility of being conjugated with various macromolecules, such as surfactants to confer the physical or chemical property desired. These nanodelivery strategies represent potential novel and minimally invasive approaches to the treatment and diagnosis of these neurological disorders. Most of the strategies revolve around the ability of the NPs to cross the BBB via various influx mechanisms, such as adsorptive-mediated transcytosis (AMT) and receptor-mediated transcytosis (RMT), targeting specific biomarkers or lesions unique to that pathological condition, thereby ensuring high tissue-specific targeting and minimizing off-target side effects. In this article, insights into common neurological disorders and challenges of delivering CNS drugs due to the presence of BBB is provided, before an in-depth review of nanoparticle-based theranostic strategies.	Yong Loo Lin School of Medicine, National University of Singapore, Singapore 117597, Singapore	10.3390/ijms21176070	2020	21	17	-	-	6070	-
Loewenbrück, Kai; Stein, Doron; Amelung, Volker; Bitterlich, Robert; Brumme, Martin; Falkenburger, Björn; Fehre, Annekathrin; Feige, Tim; Frank, Anika; Gißke, Carola; Helmert, Claudia; Kerkemeyer, Linda; Knapp, Andreas; Lang, Caroline; Leuner, Annegret; Lummer, Carina; Minkman, Mirella; Müller, Gabriele; van Munster, Marlena; Schlieter, Hannes; Themann, Peter; Zonneveld, Nick; Wolz, Martin	Parkinson Network Eastern Saxony (PANOS): Reaching Consensus for a Regional Intersectoral Integrated Care Concept for Patients with Parkinson’s Disease in the Region of Eastern Saxony, Germany	Journal of Clinical Medicine	EN	Article	Parkinson disease; consensus; clinical pathway; integrated delivery of health care; patient care team; community networks; patient monitoring; telemedicine	As integrated care is recognized as crucial to meet the challenges of chronic conditions such as Parkinson’s disease (PD), integrated care networks have emerged internationally and throughout Germany. One of these networks is the Parkinson Network Eastern Saxony (PANOS). PANOS aims to deliver timely and equal care to PD patients with a collaborative intersectoral structured care pathway. Additional components encompass personalized case management, an electronic health record, and communicative and educative measures. To reach an intersectoral consensus of the future collaboration in PANOS, a structured consensus process was conducted in three sequential workshops. Community-based physicians, PD specialists, therapists, scientists and representatives of regulatory authorities and statutory health insurances were asked to rate core pathway-elements and supporting technological, personal and communicative measures. For the majority of core elements/planned measures, a consensus was reached, defined as an agreement by >75% of participants. Additionally, six representatives from all partners involved in the network-design independently assessed PANOS based on the Development Model for Integrated Care (DMIC), a validated model addressing the comprehensiveness and maturity of integrated care concepts. The results show that PANOS is currently in an early maturation state but has the potential to comprehensively represent the DMIC if all planned activities are implemented successfully. Despite the favorable high level of consensus regarding the PANOS concept and despite its potential to become a balanced integrated care concept according to the DMIC, its full implementation remains a considerable challenge.	Department of Neurology, University Hospital Dresden, 01307 Dresden, Germany	10.3390/jcm9092906	2020	9	9	-	-	2906	-
Barbuti, Peter; Antony, Paul; Santos, Bruno; Massart, François; Cruciani, Gérald; Dording, Claire; Arias, Jonathan; Schwamborn, Jens; Krüger, Rejko	Using High-Content Screening to Generate Single-Cell Gene-Corrected Patient-Derived iPS Clones Reveals Excess Alpha-Synuclein with Familial Parkinson’s Disease Point Mutation A30P	Cells	EN	Article	CRISPR-Cas9; high-content screening (HCS); fluorescent-activated cell sorting (FACS); Parkinson’s disease (PD), patient-derived iPS; single-cell clones; isogenic cell lines; SNCA; alpha-synuclein; A30P	The generation of isogenic induced pluripotent stem cell (iPSC) lines using CRISPR-Cas9 technology is a technically challenging, time-consuming process with variable efficiency. Here we use fluorescence-activated cell sorting (FACS) to sort biallelic CRISPR-Cas9 edited single-cell iPSC clones into high-throughput 96-well microtiter plates. We used high-content screening (HCS) technology and generated an in-house developed algorithm to select the correctly edited isogenic clones for continued expansion and validation. In our model we have gene-corrected the iPSCs of a Parkinson’s disease (PD) patient carrying the autosomal dominantly inherited heterozygous c.88G>C mutation in the SNCA gene, which leads to the pathogenic p.A30P form of the alpha-synuclein protein. Undertaking a PCR restriction-digest mediated clonal selection strategy prior to sequencing, we were able to post-sort validate each isogenic clone using a quadruple screening strategy prior to generating footprint-free isogenic iPSC lines, retaining a normal molecular karyotype, pluripotency and three germ-layer differentiation potential. Directed differentiation into midbrain dopaminergic neurons revealed that SNCA expression is reduced in the gene-corrected clones, which was validated by a reduction at the alpha-synuclein protein level. The generation of single-cell isogenic clones facilitates new insights in the role of alpha-synuclein in PD and furthermore is applicable across patient-derived disease models.	Translational Neuroscience, Luxembourg Centre for Systems Biomedicine, University of Luxembourg, L-4362 Luxembourg, Luxembourg	10.3390/cells9092065	2020	9	9	-	-	2065	-
Zampogna, Alessandro; Manoni, Alessandro; Asci, Francesco; Liguori, Claudio; Irrera, Fernanda; Suppa, Antonio	Shedding Light on Nocturnal Movements in Parkinson’s Disease: Evidence from Wearable Technologies	Sensors	EN	Review	parkinson’s disease; nocturnal movements; actigraphy; wearable sensors; polysomnography; akinesia; RBD	In Parkinson’s disease (PD), abnormal movements consisting of hypokinetic and hyperkinetic manifestations commonly lead to nocturnal distress and sleep impairment, which significantly impact quality of life. In PD patients, these nocturnal disturbances can reflect disease-related complications (e.g., nocturnal akinesia), primary sleep disorders (e.g., rapid eye movement behaviour disorder), or both, thus requiring different therapeutic approaches. Wearable technologies based on actigraphy and innovative sensors have been proposed as feasible solutions to identify and monitor the various types of abnormal nocturnal movements in PD. This narrative review addresses the topic of abnormal nocturnal movements in PD and discusses how wearable technologies could help identify and assess these disturbances. We first examine the pathophysiology of abnormal nocturnal movements and the main clinical and instrumental tools for the evaluation of these disturbances in PD. We then report and discuss findings from previous studies assessing nocturnal movements in PD using actigraphy and innovative wearable sensors. Finally, we discuss clinical and technical prospects supporting the use of wearable technologies for the evaluation of nocturnal movements.	Department of Human Neurosciences, Sapienza University of Rome, 00185 Rome, Italy	10.3390/s20185171	2020	20	18	-	-	5171	-
Otte, Karen; Ellermeyer, Tobias; Vater, Tim-Sebastian; Voigt, Marlen; Kroneberg, Daniel; Rasche, Ludwig; Krüger, Theresa; Röhling, Hanna; Kayser, Bastian; Mansow-Model, Sebastian; Klostermann, Fabian; Brandt, Alexander; Paul, Friedemann; Lipp, Axel; Schmitz-Hübsch, Tanja	Instrumental Assessment of Stepping in Place Captures Clinically Relevant Motor Symptoms of Parkinson’s Disease	Sensors	EN	Article	RGBD camera; movement analysis; Parkinson’s disease; postural instability	Fluctuations of motor symptoms make clinical assessment in Parkinson’s disease a complex task. New technologies aim to quantify motor symptoms, and their remote application holds potential for a closer monitoring of treatment effects. The focus of this study was to explore the potential of a stepping in place task using RGB-Depth (RGBD) camera technology to assess motor symptoms of people with Parkinson’s disease. In total, 25 persons performed a 40 s stepping in place task in front of a single RGBD camera (Kinect for Xbox One) in up to two different therapeutic states. Eight kinematic parameters were derived from knee movements to describe features of hypokinesia, asymmetry, and arrhythmicity of stepping. To explore their potential clinical utility, these parameters were analyzed for their Spearman’s Rho rank correlation to clinical ratings, and for intraindividual changes between treatment conditions using standard response mean and paired t-test. Test performance not only differed between ON and OFF treatment conditions, but showed moderate correlations to clinical ratings, specifically ratings of postural instability (pull test). Furthermore, the test elicited freezing in some subjects. Results suggest that this single standardized motor task is a promising candidate to assess an array of relevant motor symptoms of Parkinson’s disease. The simple technical test setup would allow future use by patients themselves.	NeuroCure Clinical Research Center, Charité–Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, 10117 Berlin, Germany	10.3390/s20195465	2020	20	19	-	-	5465	-
Kouroupi, Georgia; Antoniou, Nasia; Prodromidou, Kanella; Taoufik, Era; Matsas, Rebecca	Patient-Derived Induced Pluripotent Stem Cell-Based Models in Parkinson’s Disease for Drug Identification	International Journal of Molecular Sciences	EN	Review	disease phenotypes; high-content screening; chemical libraries; disease-modifying drugs; hiPSC-derived neurons; hiPSC-based co-culture systems; brain organoids	Parkinson’s disease (PD) is a common progressive neurodegenerative disorder characterized by loss of striatal-projecting dopaminergic neurons of the ventral forebrain, resulting in motor and cognitive deficits. Despite extensive efforts in understanding PD pathogenesis, no disease-modifying drugs exist. Recent advances in cell reprogramming technologies have facilitated the generation of patient-derived models for sporadic or familial PD and the identification of early, potentially triggering, pathological phenotypes while they provide amenable systems for drug discovery. Emerging developments highlight the enhanced potential of using more sophisticated cellular systems, including neuronal and glial co-cultures as well as three-dimensional systems that better simulate the human pathophysiology. In combination with high-throughput high-content screening technologies, these approaches open new perspectives for the identification of disease-modifying compounds. In this review, we discuss current advances and the challenges ahead in the use of patient-derived induced pluripotent stem cells for drug discovery in PD. We address new concepts implicating non-neuronal cells in disease pathogenesis and highlight the necessity for functional assays, such as calcium imaging and multi-electrode array recordings, to predict drug efficacy. Finally, we argue that artificial intelligence technologies will be pivotal for analysis of the large and complex data sets obtained, becoming game-changers in the process of drug discovery.	Laboratory of Cellular and Molecular Neurobiology-Stem Cells, Hellenic Pasteur Institute, 127 Vassilissis Sofias Avenue, 11521 Athens, Greece	10.3390/ijms21197113	2020	21	19	-	-	7113	-
Abbaspour, Saedeh; Fotouhi, Faranak; Sedaghatbaf, Ali; Fotouhi, Hossein; Vahabi, Maryam; Linden, Maria	A Comparative Analysis of Hybrid Deep Learning Models for Human Activity Recognition	Sensors	EN	Letter	human activity recognition; deep learning; convolutional neural nets; long short-term memory; gated recurrent unit	Recent advances in artificial intelligence and machine learning (ML) led to effective methods and tools for analyzing the human behavior. Human Activity Recognition (HAR) is one of the fields that has seen an explosive research interest among the ML community due to its wide range of applications. HAR is one of the most helpful technology tools to support the elderly’s daily life and to help people suffering from cognitive disorders, Parkinson’s disease, dementia, etc. It is also very useful in areas such as transportation, robotics and sports. Deep learning (DL) is a branch of ML based on complex Artificial Neural Networks (ANNs) that has demonstrated a high level of accuracy and performance in HAR. Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs) are two types of DL models widely used in the recent years to address the HAR problem. The purpose of this paper is to investigate the effectiveness of their integration in recognizing daily activities, e.g., walking. We analyze four hybrid models that integrate CNNs with four powerful RNNs, i.e., LSTMs, BiLSTMs, GRUs and BiGRUs. The outcomes of our experiments on the PAMAP2 dataset indicate that our proposed hybrid models achieve an outstanding level of performance with respect to several indicative measures, e.g., F-score, accuracy, sensitivity, and specificity.	School of Innovation, Design, and Engineering, Mälardalen University, 72220 Västerås, Sweden	10.3390/s20195707	2020	20	19	-	-	5707	-
Gentile, Francesco; Doneddu, Pietro; Riva, Nilo; Nobile-Orazio, Eduardo; Quattrini, Angelo	Diet, Microbiota and Brain Health: Unraveling the Network Intersecting Metabolism and Neurodegeneration	International Journal of Molecular Sciences	EN	Review	dysbiosis; diet; metabolism; Alzheimer’s disease; Parkinson’s disease; amyotrophic lateral sclerosis	Increasing evidence gives support for the idea that extra-neuronal factors may affect brain physiology and its predisposition to neurodegenerative diseases. Epidemiological and experimental studies show that nutrition and metabolic disorders such as obesity and type 2 diabetes increase the risk of Alzheimer’s and Parkinson’s diseases after midlife, while the relationship with amyotrophic lateral sclerosis is uncertain, but suggests a protective effect of features of metabolic syndrome. The microbiota has recently emerged as a novel factor engaging strong interactions with neurons and glia, deeply affecting their function and behavior in these diseases. In particular, recent evidence suggested that gut microbes are involved in the seeding of prion-like proteins and their spreading to the central nervous system. Here, we present a comprehensive review of the impact of metabolism, diet and microbiota in neurodegeneration, by affecting simultaneously several aspects of health regarding energy metabolism, immune system and neuronal function. Advancing technologies may allow researchers in the future to improve investigations in these fields, allowing the buildup of population-based preventive interventions and development of targeted therapeutics to halt progressive neurologic disability.	Experimental Neuropathology Unit, Institute of Experimental Neurology, Division of Neuroscience, San Raffaele Scientific Institute, 20132 Milan, Italy	10.3390/ijms21207471	2020	21	20	-	-	7471	-
Shah, Vrutangkumar; McNames, James; Harker, Graham; Mancini, Martina; Carlson-Kuhta, Patricia; Nutt, John; El-Gohary, Mahmoud; Curtze, Carolin; Horak, Fay	Effect of Bout Length on Gait Measures in People with and without Parkinson’s Disease during Daily Life	Sensors	EN	Article	mobility; Parkinson’s disease; bout length; wearable sensors; daily life	Although the use of wearable technology to characterize gait disorders in daily life is increasing, there is no consensus on which specific gait bout length should be used to characterize gait. Clinical trialists using daily life gait quality as study outcomes need to understand how gait bout length affects the sensitivity and specificity of measures to discriminate pathological gait as well as the reliability of gait measures across gait bout lengths. We investigated whether Parkinson’s disease (PD) affects how gait characteristics change as bout length changes, and how gait bout length affects the reliability and discriminative ability of gait measures to identify gait impairments in people with PD compared to neurotypical Old Adults (OA). We recruited 29 people with PD and 20 neurotypical OA of similar age for this study. Subjects wore 3 inertial sensors, one on each foot and one over the lumbar spine all day, for 7 days. To investigate which gait bout lengths should be included to extract gait measures, we determined the range of gait bout lengths available across all subjects. To investigate if the effect of bout length on each gait measure is similar or not between subjects with PD and OA, we used a growth curve analysis. For reliability and discriminative ability of each gait measure as a function of gait bout length, we used the intraclass correlation coefficient (ICC) and area under the curve (AUC), respectively. Ninety percent of subjects walked with a bout length of less than 53 strides during the week, and the majority (>50%) of gait bouts consisted of less than 12 strides. Although bout length affected all gait measures, the effects depended on the specific measure and sometimes differed for PD versus OA. Specifically, people with PD did not increase/decrease cadence and swing duration with bout length in the same way as OA. ICC and AUC characteristics tended to be larger for shorter than longer gait bouts. Our findings suggest that PD interferes with the scaling of cadence and swing duration with gait bout length. Whereas control subjects gradually increased cadence and decreased swing duration as bout length increased, participants with PD started with higher than normal cadence and shorter than normal stride duration for the smallest bouts, and cadence and stride duration changed little as bout length increased, so differences between PD and OA disappeared for the longer bout lengths. Gait measures extracted from shorter bouts are more common, more reliable, and more discriminative, suggesting that shorter gait bouts should be used to extract potential digital biomarkers for people with PD.	Department of Neurology, Oregon Health &amp;amp; Science University, Portland, OR 97239, USA	10.3390/s20205769	2020	20	20	-	-	5769	-
Locatelli, Patrick; Alimonti, Dario; Traversi, Gianluca; Re, Valerio	Classification of Essential Tremor and Parkinson’s Tremor Based on a Low-Power Wearable Device	Electronics	EN	Article	movement disorders; essential tremor; Parkinson’s disease; Parkinsonian tremor; wearable device	Among movement disorders, essential tremor is by far the most common, as much as eight times more prevalent than Parkinson’s disease. Although these two conditions differ in their presentation and course, clinicians do not always recognize them, leading to common misdiagnoses. Proper and early diagnosis is important for receiving the right treatment and support. In this paper, the development of a portable and reliable tremor classification system based on a wearable device, enabling clinicians to differentiate between essential tremor and Parkinson’s disease-associated one, is reported. Inertial data were collected from subjects with a well-established diagnosis of tremor, and analyzed to extract different sets of relevant spectral features. Supervised learning methods were then applied to build several classification models, among which the best ones achieved an average accuracy above 90%. Results encourage the use of wearable technology as effective and affordable tools to support clinicians.	Department of Engineering and Applied Sciences, University of Bergamo, Viale Marconi 5, 24044 Dalmine (BG), Italy	10.3390/electronics9101695	2020	9	10	-	-	1695	-
Viceconti, Marco; Hernandez Penna, Sabina; Dartee, Wilhelmus; Mazzà, Claudia; Caulfield, Brian; Becker, Clemens; Maetzler, Walter; Garcia-Aymerich, Judith; Davico, Giorgio; Rochester, Lynn	Toward a Regulatory Qualification of Real-World Mobility Performance Biomarkers in Parkinson’s Patients Using Digital Mobility Outcomes	Sensors	EN	Perspective	inertial measurement unit; mobility performance; regulatory science	Wearable inertial sensors can be used to monitor mobility in real-world settings over extended periods. Although these technologies are widely used in human movement research, they have not yet been qualified by drug regulatory agencies for their use in regulatory drug trials. This is because the first generation of these sensors was unreliable when used on slow-walking subjects. However, intense research in this area is now offering a new generation of algorithms to quantify Digital Mobility Outcomes so accurate they may be considered as biomarkers in regulatory drug trials. This perspective paper summarises the work in the Mobilise-D consortium around the regulatory qualification of the use of wearable sensors to quantify real-world mobility performance in patients affected by Parkinson’s Disease. The paper describes the qualification strategy and both the technical and clinical validation plans, which have recently received highly supportive qualification advice from the European Medicines Agency. The scope is to provide detailed guidance for the preparation of similar qualification submissions to broaden the use of real-world mobility assessment in regulatory drug trials.	Department of Industrial Engineering, Alma Mater Studiorum-University of Bologna, 40136 Bologna, Italy	10.3390/s20205920	2020	20	20	-	-	5920	-
Yang, Dongyang; Xu, Wei	Clustering on Human Microbiome Sequencing Data: A Distance-Based Unsupervised Learning Model	Microorganisms	EN	Article	clustering; microbiome; unsupervised learning; high-dimension	Modeling and analyzing human microbiome allows the assessment of the microbial community and its impacts on human health. Microbiome composition can be quantified using 16S rRNA technology into sequencing data, which are usually skewed and heavy-tailed with excess zeros. Clustering methods are useful in personalized medicine by identifying subgroups for patients stratification. However, there is currently a lack of standardized clustering method for the complex microbiome sequencing data. We propose a clustering algorithm with a specific beta diversity measure that can address the presence-absence bias encountered for sparse count data and effectively measure the sample distances for sample stratification. Our distance measure used for clustering is derived from a parametric based mixture model producing sample-specific distributions conditional on the observed operational taxonomic unit (OTU) counts and estimated mixture weights. The method can provide accurate estimates of the true zero proportions and thus construct a precise beta diversity measure. Extensive simulation studies have been conducted and suggest that the proposed method achieves substantial clustering improvement compared with some widely used distance measures when a large proportion of zeros is presented. The proposed algorithm was implemented to a human gut microbiome study on Parkinson’s diseases to identify distinct microbiome states with biological interpretations.	Division of Biostatistics, Dalla Lana School of Public Health, University of Toronto, Toronto, ON M5T 3M7, Canada	10.3390/microorganisms8101612	2020	8	10	-	-	1612	-
Bacanoiu, Manuela; Mititelu, Radu; Danoiu, Mircea; Olaru, Gabriela; Buga, Ana	Functional Recovery in Parkinson’s Disease: Current State and Future Perspective	Journal of Clinical Medicine	EN	Review	Parkinson’s disease; rehabilitation; physical exercises	Parkinson’s disease (PD) is one of the most frequent neurodegenerative disorders, affecting not only the motor function but also limiting the autonomy of affected people. In the last decade, the physical exercises of different intensities carried out by kinetic therapeutic activities, by robotic technologies or with the participation of sensory cues, have become increasingly appreciated in the management of Parkinson’s disease impairments. The aim of this paper was to evaluate the impact of physical exercises with and without physical devices on the motor and cognitive variables of PD patients. In order to achieve our objectives, we performed a systematic review of available original articles based on the impact of kinetic therapeutic activity. Through the search strategy, we selected original papers that were laboriously processed using characteristics related to physical therapy, or the tools used in physiological and psychological rehabilitation strategies for PD patients. In this study, we presented the most current intervention techniques in the rehabilitation programs of patients with Parkinson’s disease, namely the use of assisted devices, virtual imagery or the performing of physical therapies that have the capacity to improve walking deficits, tremor and bradykinesia, to reduce freezing episodes of gait and postural instability, or to improve motor and cognitive functions.	Department of Physical Therapy and Sports Medicine, University of Craiova, 200207 Craiova, Romania	10.3390/jcm9113413	2020	9	11	-	-	3413	-
Watts, Jeremy; Khojandi, Anahita; Shylo, Oleg; Ramdhani, Ritesh	Machine Learning’s Application in Deep Brain Stimulation for Parkinson’s Disease: A Review	Brain Sciences	EN	Review	machine learning; deep brain stimulation; Parkinson’s disease	Deep brain stimulation (DBS) is a surgical treatment for advanced Parkinson’s disease (PD) that has undergone technological evolution that parallels an expansion in clinical phenotyping, neurophysiology, and neuroimaging of the disease state. Machine learning (ML) has been successfully used in a wide range of healthcare problems, including DBS. As computational power increases and more data become available, the application of ML in DBS is expected to grow. We review the literature of ML in DBS and discuss future opportunities for such applications. Specifically, we perform a comprehensive review of the literature from PubMed, the Institute for Scientific Information’s Web of Science, Cochrane Database of Systematic Reviews, and Institute of Electrical and Electronics Engineers’ (IEEE) Xplore Digital Library for ML applications in DBS. These studies are broadly placed in the following categories: (1) DBS candidate selection; (2) programming optimization; (3) surgical targeting; and (4) insights into DBS mechanisms. For each category, we provide and contextualize the current body of research and discuss potential future directions for the application of ML in DBS.	Department of Industrial and Systems Engineering, University of Tennessee, Knoxville, TN 37996, USA	10.3390/brainsci10110809	2020	10	11	-	-	809	-
Li, Bochen; Yao, Zhiming; Wang, Jianguo; Wang, Shaonan; Yang, Xianjun; Sun, Yining	Improved Deep Learning Technique to Detect Freezing of Gait in Parkinson’s Disease Based on Wearable Sensors	Electronics	EN	Article	Parkinson’s disease; freezing of gait; detection; deep learning; convolutional neural networks; long short-term memory; attention mechanism; squeeze-and-excitation block; data augmentation	Freezing of gait (FOG) is a paroxysmal dyskinesia, which is common in patients with advanced Parkinson’s disease (PD). It is an important cause of falls in PD patients and is associated with serious disability. In this study, we implemented a novel FOG detection system using deep learning technology. The system takes multi-channel acceleration signals as input, uses one-dimensional deep convolutional neural network to automatically learn feature representations, and uses recurrent neural network to model the temporal dependencies between feature activations. In order to improve the detection performance, we introduced squeeze-and-excitation blocks and attention mechanism into the system, and used data augmentation to eliminate the impact of imbalanced datasets on model training. Experimental results show that, compared with the previous best results, the sensitivity and specificity obtained in 10-fold cross-validation evaluation were increased by 0.017 and 0.045, respectively, and the equal error rate obtained in leave-one-subject-out cross-validation evaluation was decreased by 1.9%. The time for detection of a 256 data segment is only 0.52 ms. These results indicate that the proposed system has high operating efficiency and excellent detection performance, and is expected to be applied to FOG detection to improve the automation of Parkinson’s disease diagnosis and treatment.	Hefei Institutes of Physical Science, Chinese Academy of Sciences, Hefei 230031, China	10.3390/electronics9111919	2020	9	11	-	-	1919	-
Adamowicz, Lukas; Karahanoglu, F.; Cicalo, Christopher; Zhang, Hao; Demanuele, Charmaine; Santamaria, Mar; Cai, Xuemei; Patel, Shyamal	Assessment of Sit-to-Stand Transfers during Daily Life Using an Accelerometer on the Lower Back	Sensors	EN	Article	accelerometer; wearable technology; algorithm; free-living; sit-to-stand	The ability to perform sit-to-stand (STS) transfers has a significant impact on the functional mobility of an individual. Wearable technology has the potential to enable the objective, long-term monitoring of STS transfers during daily life. However, despite several recent efforts, most algorithms for detecting STS transfers rely on multiple sensing modalities or device locations and have predominantly been used for assessment during the performance of prescribed tasks in a lab setting. A novel wavelet-based algorithm for detecting STS transfers from data recorded using an accelerometer on the lower back is presented herein. The proposed algorithm is independent of device orientation and was validated on data captured in the lab from younger and older healthy adults as well as in people with Parkinson’s disease (PwPD). The algorithm was then used for processing data captured in free-living conditions to assess the ability of multiple features extracted from STS transfers to detect age-related group differences and assess the impact of monitoring duration on the reliability of measurements. The results show that performance of the proposed algorithm was comparable or significantly better than that of a commercially available system (precision: 0.990 vs. 0.868 in healthy adults) and a previously published algorithm (precision: 0.988 vs. 0.643 in persons with Parkinson’s disease). Moreover, features extracted from STS transfers at home were able to detect age-related group differences at a higher level of significance compared to data captured in the lab during the performance of prescribed tasks. Finally, simulation results showed that a monitoring duration of 3 days was sufficient to achieve good reliability for measurement of STS features. These results point towards the feasibility of using a single accelerometer on the lower back for detection and assessment of STS transfers during daily life. Future work in different patient populations is needed to evaluate the performance of the proposed algorithm, as well as assess the sensitivity and reliability of the STS features.	Pfizer, Inc., Cambridge, MA 02139, USA	10.3390/s20226618	2020	20	22	-	-	6618	-
